Model,DPO4034,DPO4034
Firmware Version,2.1,2.1
,,
Point Format,Y,Y
Horizontal Units,S,S
Horizontal Scale,0.0001,0.0001
Sample Interval,1.00E-07,1.00E-07
Record Length,10000,10000
Probe Attenuation,10,10
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,0.1,1
Label,,
TIME,CH1,CH2
-4.29E-04,-0.76,-0.7
-4.29E-04,-0.768,-0.86
-4.29E-04,-0.776,-0.7
-4.29E-04,-0.776,-0.74
-4.29E-04,-0.784,-0.78
-4.29E-04,-0.772,-0.78
-4.28E-04,-0.776,-0.62
-4.28E-04,-0.772,-0.7
-4.28E-04,-0.776,-0.82
-4.28E-04,-0.788,-0.7
-4.28E-04,-0.788,-0.7
-4.28E-04,-0.78,-0.66
-4.28E-04,-0.796,-0.74
-4.28E-04,-0.784,-0.7
-4.28E-04,-0.792,-0.7
-4.28E-04,-0.792,-0.74
-4.27E-04,-0.804,-0.78
-4.27E-04,-0.792,-0.82
-4.27E-04,-0.796,-0.7
-4.27E-04,-0.8,-0.78
-4.27E-04,-0.8,-0.66
-4.27E-04,-0.8,-0.78
-4.27E-04,-0.808,-0.74
-4.27E-04,-0.808,-0.78
-4.27E-04,-0.808,-0.7
-4.27E-04,-0.804,-0.78
-4.26E-04,-0.808,-0.78
-4.26E-04,-0.808,-0.82
-4.26E-04,-0.804,-0.78
-4.26E-04,-0.812,-0.82
-4.26E-04,-0.82,-0.82
-4.26E-04,-0.82,-0.82
-4.26E-04,-0.816,-0.82
-4.26E-04,-0.824,-0.74
-4.26E-04,-0.824,-0.7
-4.26E-04,-0.828,-0.82
-4.25E-04,-0.832,-0.86
-4.25E-04,-0.832,-0.82
-4.25E-04,-0.824,-0.78
-4.25E-04,-0.832,-0.82
-4.25E-04,-0.828,-0.74
-4.25E-04,-0.832,-0.74
-4.25E-04,-0.844,-0.74
-4.25E-04,-0.828,-0.78
-4.25E-04,-0.832,-0.82
-4.25E-04,-0.832,-0.78
-4.24E-04,-0.84,-0.74
-4.24E-04,-0.844,-0.78
-4.24E-04,-0.852,-0.78
-4.24E-04,-0.836,-0.86
-4.24E-04,-0.848,-0.7
-4.24E-04,-0.856,-0.86
-4.24E-04,-0.852,-0.78
-4.24E-04,-0.856,-0.78
-4.24E-04,-0.86,-0.86
-4.24E-04,-0.856,-0.82
-4.23E-04,-0.856,-0.82
-4.23E-04,-0.856,-0.74
-4.23E-04,-0.852,-0.7
-4.23E-04,-0.864,-0.9
-4.23E-04,-0.856,-0.82
-4.23E-04,-0.868,-0.78
-4.23E-04,-0.86,-0.86
-4.23E-04,-0.868,-0.78
-4.23E-04,-0.868,-0.78
-4.23E-04,-0.86,-0.78
-4.22E-04,-0.872,-0.74
-4.22E-04,-0.864,-0.78
-4.22E-04,-0.872,-0.86
-4.22E-04,-0.88,-0.82
-4.22E-04,-0.868,-0.82
-4.22E-04,-0.884,-0.86
-4.22E-04,-0.872,-0.86
-4.22E-04,-0.876,-0.78
-4.22E-04,-0.872,-0.74
-4.22E-04,-0.896,-0.9
-4.21E-04,-0.884,-0.78
-4.21E-04,-0.88,-0.94
-4.21E-04,-0.892,-0.82
-4.21E-04,-0.896,-0.86
-4.21E-04,-0.9,-0.78
-4.21E-04,-0.888,-0.9
-4.21E-04,-0.888,-0.86
-4.21E-04,-0.888,-0.78
-4.21E-04,-0.904,-0.82
-4.21E-04,-0.896,-0.86
-4.20E-04,-0.908,-0.82
-4.20E-04,-0.9,-0.78
-4.20E-04,-0.9,-0.82
-4.20E-04,-0.9,-0.86
-4.20E-04,-0.9,-0.82
-4.20E-04,-0.908,-0.82
-4.20E-04,-0.904,-0.86
-4.20E-04,-0.912,-0.82
-4.20E-04,-0.912,-0.82
-4.20E-04,-0.9,-0.86
-4.19E-04,-0.904,-0.86
-4.19E-04,-0.908,-0.74
-4.19E-04,-0.912,-0.94
-4.19E-04,-0.916,-0.94
-4.19E-04,-0.924,-0.82
-4.19E-04,-0.924,-0.98
-4.19E-04,-0.92,-0.82
-4.19E-04,-0.928,-0.86
-4.19E-04,-0.92,-0.86
-4.19E-04,-0.924,-0.86
-4.18E-04,-0.924,-0.9
-4.18E-04,-0.928,-0.9
-4.18E-04,-0.928,-0.86
-4.18E-04,-0.932,-0.82
-4.18E-04,-0.936,-0.86
-4.18E-04,-0.936,-0.78
-4.18E-04,-0.924,-0.98
-4.18E-04,-0.936,-0.86
-4.18E-04,-0.948,-0.9
-4.18E-04,-0.936,-0.94
-4.17E-04,-0.948,-0.86
-4.17E-04,-0.948,-0.9
-4.17E-04,-0.948,-0.82
-4.17E-04,-0.944,-0.94
-4.17E-04,-0.952,-0.86
-4.17E-04,-0.94,-0.86
-4.17E-04,-0.936,-0.86
-4.17E-04,-0.94,-0.94
-4.17E-04,-0.936,-0.86
-4.17E-04,-0.94,-0.86
-4.16E-04,-0.936,-0.86
-4.16E-04,-0.928,-0.82
-4.16E-04,-0.936,-0.82
-4.16E-04,-0.936,-0.82
-4.16E-04,-0.928,-0.82
-4.16E-04,-0.928,-0.94
-4.16E-04,-0.932,-0.98
-4.16E-04,-0.924,-0.82
-4.16E-04,-0.92,-0.86
-4.16E-04,-0.916,-0.86
-4.15E-04,-0.928,-0.9
-4.15E-04,-0.924,-0.74
-4.15E-04,-0.916,-0.86
-4.15E-04,-0.92,-0.86
-4.15E-04,-0.912,-0.9
-4.15E-04,-0.908,-0.86
-4.15E-04,-0.912,-0.82
-4.15E-04,-0.908,-0.82
-4.15E-04,-0.908,-0.9
-4.15E-04,-0.904,-0.82
-4.14E-04,-0.904,-0.82
-4.14E-04,-0.904,-0.86
-4.14E-04,-0.9,-0.82
-4.14E-04,-0.908,-0.86
-4.14E-04,-0.9,-0.82
-4.14E-04,-0.888,-0.78
-4.14E-04,-0.9,-0.86
-4.14E-04,-0.888,-0.82
-4.14E-04,-0.884,-0.86
-4.14E-04,-0.892,-0.82
-4.13E-04,-0.892,-0.78
-4.13E-04,-0.896,-0.78
-4.13E-04,-0.88,-0.78
-4.13E-04,-0.88,-0.86
-4.13E-04,-0.888,-0.98
-4.13E-04,-0.892,-0.82
-4.13E-04,-0.876,-0.82
-4.13E-04,-0.88,-0.86
-4.13E-04,-0.872,-0.9
-4.13E-04,-0.876,-0.82
-4.12E-04,-0.872,-0.86
-4.12E-04,-0.868,-0.78
-4.12E-04,-0.876,-0.78
-4.12E-04,-0.864,-0.78
-4.12E-04,-0.868,-0.9
-4.12E-04,-0.872,-0.82
-4.12E-04,-0.864,-0.82
-4.12E-04,-0.864,-0.82
-4.12E-04,-0.86,-0.82
-4.12E-04,-0.864,-0.86
-4.11E-04,-0.856,-0.86
-4.11E-04,-0.856,-0.86
-4.11E-04,-0.86,-0.78
-4.11E-04,-0.856,-0.82
-4.11E-04,-0.844,-0.82
-4.11E-04,-0.848,-0.86
-4.11E-04,-0.848,-0.78
-4.11E-04,-0.836,-0.82
-4.11E-04,-0.848,-0.78
-4.11E-04,-0.844,-0.86
-4.10E-04,-0.852,-0.82
-4.10E-04,-0.844,-0.82
-4.10E-04,-0.844,-0.78
-4.10E-04,-0.844,-0.78
-4.10E-04,-0.832,-0.78
-4.10E-04,-0.832,-0.78
-4.10E-04,-0.832,-0.82
-4.10E-04,-0.832,-0.78
-4.10E-04,-0.836,-0.74
-4.10E-04,-0.828,-0.78
-4.09E-04,-0.824,-0.78
-4.09E-04,-0.824,-0.82
-4.09E-04,-0.82,-0.7
-4.09E-04,-0.824,-0.82
-4.09E-04,-0.82,-0.66
-4.09E-04,-0.82,-0.7
-4.09E-04,-0.82,-0.74
-4.09E-04,-0.82,-0.82
-4.09E-04,-0.82,-0.86
-4.09E-04,-0.816,-0.78
-4.08E-04,-0.816,-0.82
-4.08E-04,-0.812,-0.66
-4.08E-04,-0.812,-0.7
-4.08E-04,-0.816,-0.74
-4.08E-04,-0.808,-0.78
-4.08E-04,-0.8,-0.78
-4.08E-04,-0.808,-0.66
-4.08E-04,-0.8,-0.78
-4.08E-04,-0.796,-0.74
-4.08E-04,-0.804,-0.82
-4.07E-04,-0.8,-0.7
-4.07E-04,-0.796,-0.7
-4.07E-04,-0.792,-0.78
-4.07E-04,-0.784,-0.7
-4.07E-04,-0.784,-0.78
-4.07E-04,-0.788,-0.82
-4.07E-04,-0.784,-0.7
-4.07E-04,-0.784,-0.78
-4.07E-04,-0.788,-0.7
-4.07E-04,-0.772,-0.62
-4.06E-04,-0.78,-0.7
-4.06E-04,-0.78,-0.7
-4.06E-04,-0.784,-0.7
-4.06E-04,-0.772,-0.66
-4.06E-04,-0.772,-0.62
-4.06E-04,-0.78,-0.62
-4.06E-04,-0.772,-0.74
-4.06E-04,-0.764,-0.62
-4.06E-04,-0.764,-0.66
-4.06E-04,-0.768,-0.7
-4.05E-04,-0.772,-0.66
-4.05E-04,-0.76,-0.66
-4.05E-04,-0.768,-0.7
-4.05E-04,-0.764,-0.74
-4.05E-04,-0.76,-0.78
-4.05E-04,-0.752,-0.74
-4.05E-04,-0.764,-0.78
-4.05E-04,-0.756,-0.66
-4.05E-04,-0.752,-0.7
-4.05E-04,-0.756,-0.66
-4.04E-04,-0.744,-0.62
-4.04E-04,-0.748,-0.66
-4.04E-04,-0.748,-0.7
-4.04E-04,-0.748,-0.7
-4.04E-04,-0.744,-0.66
-4.04E-04,-0.744,-0.66
-4.04E-04,-0.752,-0.74
-4.04E-04,-0.748,-0.66
-4.04E-04,-0.736,-0.7
-4.04E-04,-0.736,-0.74
-4.03E-04,-0.732,-0.74
-4.03E-04,-0.728,-0.7
-4.03E-04,-0.744,-0.78
-4.03E-04,-0.716,-0.62
-4.03E-04,-0.724,-0.74
-4.03E-04,-0.716,-0.7
-4.03E-04,-0.724,-0.54
-4.03E-04,-0.728,-0.66
-4.03E-04,-0.72,-0.66
-4.03E-04,-0.716,-0.74
-4.02E-04,-0.712,-0.66
-4.02E-04,-0.72,-0.62
-4.02E-04,-0.712,-0.62
-4.02E-04,-0.724,-0.7
-4.02E-04,-0.72,-0.5
-4.02E-04,-0.708,-0.66
-4.02E-04,-0.72,-0.66
-4.02E-04,-0.708,-0.58
-4.02E-04,-0.712,-0.74
-4.02E-04,-0.7,-0.66
-4.01E-04,-0.704,-0.62
-4.01E-04,-0.696,-0.62
-4.01E-04,-0.704,-0.66
-4.01E-04,-0.7,-0.66
-4.01E-04,-0.696,-0.54
-4.01E-04,-0.696,-0.54
-4.01E-04,-0.7,-0.58
-4.01E-04,-0.692,-0.62
-4.01E-04,-0.688,-0.7
-4.01E-04,-0.688,-0.62
-4.00E-04,-0.696,-0.66
-4.00E-04,-0.688,-0.7
-4.00E-04,-0.684,-0.58
-4.00E-04,-0.68,-0.54
-4.00E-04,-0.676,-0.58
-4.00E-04,-0.68,-0.58
-4.00E-04,-0.684,-0.62
-4.00E-04,-0.684,-0.66
-4.00E-04,-0.68,-0.62
-4.00E-04,-0.672,-0.7
-3.99E-04,-0.672,-0.5
-3.99E-04,-0.672,-0.66
-3.99E-04,-0.66,-0.66
-3.99E-04,-0.668,-0.58
-3.99E-04,-0.668,-0.58
-3.99E-04,-0.668,-0.66
-3.99E-04,-0.664,-0.62
-3.99E-04,-0.656,-0.62
-3.99E-04,-0.664,-0.62
-3.99E-04,-0.652,-0.62
-3.98E-04,-0.66,-0.58
-3.98E-04,-0.656,-0.5
-3.98E-04,-0.648,-0.62
-3.98E-04,-0.652,-0.66
-3.98E-04,-0.656,-0.58
-3.98E-04,-0.644,-0.5
-3.98E-04,-0.644,-0.58
-3.98E-04,-0.644,-0.54
-3.98E-04,-0.644,-0.58
-3.98E-04,-0.64,-0.62
-3.97E-04,-0.636,-0.54
-3.97E-04,-0.64,-0.46
-3.97E-04,-0.64,-0.54
-3.97E-04,-0.64,-0.62
-3.97E-04,-0.636,-0.62
-3.97E-04,-0.636,-0.5
-3.97E-04,-0.64,-0.66
-3.97E-04,-0.628,-0.58
-3.97E-04,-0.632,-0.58
-3.97E-04,-0.624,-0.58
-3.96E-04,-0.624,-0.58
-3.96E-04,-0.608,-0.62
-3.96E-04,-0.624,-0.58
-3.96E-04,-0.612,-0.58
-3.96E-04,-0.616,-0.54
-3.96E-04,-0.624,-0.58
-3.96E-04,-0.612,-0.66
-3.96E-04,-0.62,-0.46
-3.96E-04,-0.612,-0.58
-3.96E-04,-0.616,-0.58
-3.95E-04,-0.612,-0.54
-3.95E-04,-0.596,-0.38
-3.95E-04,-0.608,-0.66
-3.95E-04,-0.604,-0.54
-3.95E-04,-0.608,-0.54
-3.95E-04,-0.604,-0.54
-3.95E-04,-0.6,-0.46
-3.95E-04,-0.6,-0.62
-3.95E-04,-0.596,-0.54
-3.95E-04,-0.6,-0.54
-3.94E-04,-0.596,-0.58
-3.94E-04,-0.6,-0.58
-3.94E-04,-0.588,-0.42
-3.94E-04,-0.588,-0.5
-3.94E-04,-0.58,-0.58
-3.94E-04,-0.576,-0.58
-3.94E-04,-0.588,-0.5
-3.94E-04,-0.576,-0.54
-3.94E-04,-0.576,-0.54
-3.94E-04,-0.584,-0.54
-3.93E-04,-0.588,-0.58
-3.93E-04,-0.58,-0.58
-3.93E-04,-0.58,-0.58
-3.93E-04,-0.572,-0.58
-3.93E-04,-0.568,-0.54
-3.93E-04,-0.564,-0.54
-3.93E-04,-0.56,-0.5
-3.93E-04,-0.572,-0.54
-3.93E-04,-0.556,-0.54
-3.93E-04,-0.556,-0.58
-3.92E-04,-0.568,-0.42
-3.92E-04,-0.56,-0.5
-3.92E-04,-0.564,-0.54
-3.92E-04,-0.556,-0.5
-3.92E-04,-0.552,-0.5
-3.92E-04,-0.556,-0.5
-3.92E-04,-0.552,-0.5
-3.92E-04,-0.556,-0.46
-3.92E-04,-0.552,-0.46
-3.92E-04,-0.552,-0.58
-3.91E-04,-0.548,-0.5
-3.91E-04,-0.544,-0.54
-3.91E-04,-0.552,-0.5
-3.91E-04,-0.548,-0.54
-3.91E-04,-0.536,-0.62
-3.91E-04,-0.536,-0.5
-3.91E-04,-0.54,-0.46
-3.91E-04,-0.536,-0.42
-3.91E-04,-0.528,-0.5
-3.91E-04,-0.528,-0.5
-3.90E-04,-0.536,-0.5
-3.90E-04,-0.536,-0.38
-3.90E-04,-0.524,-0.46
-3.90E-04,-0.52,-0.42
-3.90E-04,-0.532,-0.5
-3.90E-04,-0.532,-0.5
-3.90E-04,-0.52,-0.46
-3.90E-04,-0.516,-0.5
-3.90E-04,-0.516,-0.42
-3.90E-04,-0.516,-0.46
-3.89E-04,-0.528,-0.46
-3.89E-04,-0.512,-0.38
-3.89E-04,-0.52,-0.46
-3.89E-04,-0.516,-0.42
-3.89E-04,-0.512,-0.46
-3.89E-04,-0.512,-0.38
-3.89E-04,-0.512,-0.42
-3.89E-04,-0.496,-0.38
-3.89E-04,-0.504,-0.46
-3.89E-04,-0.508,-0.5
-3.88E-04,-0.508,-0.42
-3.88E-04,-0.488,-0.38
-3.88E-04,-0.492,-0.46
-3.88E-04,-0.496,-0.38
-3.88E-04,-0.5,-0.42
-3.88E-04,-0.504,-0.34
-3.88E-04,-0.492,-0.5
-3.88E-04,-0.48,-0.46
-3.88E-04,-0.488,-0.26
-3.88E-04,-0.484,-0.42
-3.87E-04,-0.484,-0.42
-3.87E-04,-0.488,-0.5
-3.87E-04,-0.48,-0.42
-3.87E-04,-0.48,-0.42
-3.87E-04,-0.476,-0.38
-3.87E-04,-0.48,-0.42
-3.87E-04,-0.464,-0.5
-3.87E-04,-0.472,-0.38
-3.87E-04,-0.472,-0.42
-3.87E-04,-0.468,-0.42
-3.86E-04,-0.48,-0.54
-3.86E-04,-0.468,-0.5
-3.86E-04,-0.468,-0.38
-3.86E-04,-0.452,-0.38
-3.86E-04,-0.464,-0.38
-3.86E-04,-0.464,-0.42
-3.86E-04,-0.46,-0.42
-3.86E-04,-0.46,-0.38
-3.86E-04,-0.448,-0.34
-3.86E-04,-0.452,-0.38
-3.85E-04,-0.46,-0.38
-3.85E-04,-0.464,-0.38
-3.85E-04,-0.456,-0.46
-3.85E-04,-0.444,-0.42
-3.85E-04,-0.448,-0.38
-3.85E-04,-0.448,-0.34
-3.85E-04,-0.44,-0.38
-3.85E-04,-0.444,-0.42
-3.85E-04,-0.448,-0.42
-3.85E-04,-0.448,-0.26
-3.84E-04,-0.424,-0.38
-3.84E-04,-0.44,-0.38
-3.84E-04,-0.428,-0.34
-3.84E-04,-0.436,-0.38
-3.84E-04,-0.428,-0.42
-3.84E-04,-0.428,-0.22
-3.84E-04,-0.436,-0.34
-3.84E-04,-0.428,-0.34
-3.84E-04,-0.432,-0.34
-3.84E-04,-0.424,-0.42
-3.83E-04,-0.424,-0.38
-3.83E-04,-0.424,-0.34
-3.83E-04,-0.42,-0.3
-3.83E-04,-0.412,-0.42
-3.83E-04,-0.412,-0.38
-3.83E-04,-0.412,-0.26
-3.83E-04,-0.424,-0.38
-3.83E-04,-0.416,-0.38
-3.83E-04,-0.412,-0.26
-3.83E-04,-0.404,-0.38
-3.82E-04,-0.404,-0.38
-3.82E-04,-0.404,-0.34
-3.82E-04,-0.408,-0.34
-3.82E-04,-0.408,-0.38
-3.82E-04,-0.408,-0.38
-3.82E-04,-0.396,-0.34
-3.82E-04,-0.396,-0.38
-3.82E-04,-0.404,-0.34
-3.82E-04,-0.396,-0.3
-3.82E-04,-0.404,-0.34
-3.81E-04,-0.392,-0.34
-3.81E-04,-0.388,-0.34
-3.81E-04,-0.388,-0.3
-3.81E-04,-0.384,-0.34
-3.81E-04,-0.396,-0.3
-3.81E-04,-0.392,-0.34
-3.81E-04,-0.388,-0.3
-3.81E-04,-0.384,-0.34
-3.81E-04,-0.388,-0.38
-3.81E-04,-0.38,-0.3
-3.80E-04,-0.38,-0.34
-3.80E-04,-0.38,-0.38
-3.80E-04,-0.376,-0.34
-3.80E-04,-0.372,-0.34
-3.80E-04,-0.364,-0.34
-3.80E-04,-0.36,-0.34
-3.80E-04,-0.372,-0.34
-3.80E-04,-0.368,-0.34
-3.80E-04,-0.356,-0.3
-3.80E-04,-0.36,-0.3
-3.79E-04,-0.36,-0.3
-3.79E-04,-0.356,-0.34
-3.79E-04,-0.36,-0.34
-3.79E-04,-0.356,-0.22
-3.79E-04,-0.36,-0.3
-3.79E-04,-0.352,-0.34
-3.79E-04,-0.36,-0.34
-3.79E-04,-0.356,-0.34
-3.79E-04,-0.352,-0.34
-3.79E-04,-0.348,-0.34
-3.78E-04,-0.352,-0.22
-3.78E-04,-0.336,-0.3
-3.78E-04,-0.344,-0.34
-3.78E-04,-0.336,-0.3
-3.78E-04,-0.332,-0.26
-3.78E-04,-0.348,-0.3
-3.78E-04,-0.344,-0.18
-3.78E-04,-0.336,-0.26
-3.78E-04,-0.32,-0.3
-3.78E-04,-0.324,-0.26
-3.77E-04,-0.332,-0.34
-3.77E-04,-0.336,-0.34
-3.77E-04,-0.32,-0.22
-3.77E-04,-0.328,-0.26
-3.77E-04,-0.328,-0.18
-3.77E-04,-0.316,-0.22
-3.77E-04,-0.316,-0.3
-3.77E-04,-0.32,-0.18
-3.77E-04,-0.316,-0.26
-3.77E-04,-0.316,-0.18
-3.76E-04,-0.316,-0.22
-3.76E-04,-0.312,-0.3
-3.76E-04,-0.312,-0.26
-3.76E-04,-0.308,-0.26
-3.76E-04,-0.304,-0.18
-3.76E-04,-0.296,-0.22
-3.76E-04,-0.3,-0.26
-3.76E-04,-0.296,-0.22
-3.76E-04,-0.296,-0.14
-3.76E-04,-0.3,-0.22
-3.75E-04,-0.304,-0.26
-3.75E-04,-0.3,-0.22
-3.75E-04,-0.3,-0.18
-3.75E-04,-0.284,-0.18
-3.75E-04,-0.292,-0.22
-3.75E-04,-0.284,-0.26
-3.75E-04,-0.288,-0.3
-3.75E-04,-0.292,-0.18
-3.75E-04,-0.28,-0.22
-3.75E-04,-0.288,-0.18
-3.74E-04,-0.272,-0.22
-3.74E-04,-0.276,-0.3
-3.74E-04,-0.28,-0.22
-3.74E-04,-0.276,-0.22
-3.74E-04,-0.268,-0.22
-3.74E-04,-0.28,-0.1
-3.74E-04,-0.276,-0.22
-3.74E-04,-0.28,-0.14
-3.74E-04,-0.268,-0.18
-3.74E-04,-0.268,-0.3
-3.73E-04,-0.26,-0.1
-3.73E-04,-0.26,-0.3
-3.73E-04,-0.26,-0.22
-3.73E-04,-0.26,-0.22
-3.73E-04,-0.268,-0.18
-3.73E-04,-0.256,-0.22
-3.73E-04,-0.256,-0.22
-3.73E-04,-0.256,-0.18
-3.73E-04,-0.252,-0.22
-3.73E-04,-0.244,-0.14
-3.72E-04,-0.24,-0.18
-3.72E-04,-0.248,-0.26
-3.72E-04,-0.248,-0.22
-3.72E-04,-0.24,-0.18
-3.72E-04,-0.252,-0.1
-3.72E-04,-0.248,-0.14
-3.72E-04,-0.236,-0.22
-3.72E-04,-0.24,-0.22
-3.72E-04,-0.236,-0.06
-3.72E-04,-0.236,-0.22
-3.71E-04,-0.236,-0.14
-3.71E-04,-0.232,-0.22
-3.71E-04,-0.232,-0.14
-3.71E-04,-0.236,-0.14
-3.71E-04,-0.228,-0.22
-3.71E-04,-0.224,-0.14
-3.71E-04,-0.224,-0.06
-3.71E-04,-0.216,-0.14
-3.71E-04,-0.232,-0.26
-3.71E-04,-0.22,-0.18
-3.70E-04,-0.212,-0.14
-3.70E-04,-0.22,-0.14
-3.70E-04,-0.216,-0.18
-3.70E-04,-0.22,-0.22
-3.70E-04,-0.216,-0.22
-3.70E-04,-0.212,-0.18
-3.70E-04,-0.224,-0.18
-3.70E-04,-0.208,-0.14
-3.70E-04,-0.216,-0.14
-3.70E-04,-0.208,-0.22
-3.69E-04,-0.204,-0.18
-3.69E-04,-0.196,-0.06
-3.69E-04,-0.204,-0.14
-3.69E-04,-0.196,-0.06
-3.69E-04,-0.196,-0.18
-3.69E-04,-0.188,-0.06
-3.69E-04,-0.192,-0.18
-3.69E-04,-0.192,-0.18
-3.69E-04,-0.196,-0.06
-3.69E-04,-0.184,-0.06
-3.68E-04,-0.192,-0.18
-3.68E-04,-0.188,-0.1
-3.68E-04,-0.184,-0.22
-3.68E-04,-0.184,-0.06
-3.68E-04,-0.18,-0.06
-3.68E-04,-0.192,-0.22
-3.68E-04,-0.192,-0.14
-3.68E-04,-0.188,-0.18
-3.68E-04,-0.204,-0.14
-3.68E-04,-0.196,-0.1
-3.67E-04,-0.208,-0.14
-3.67E-04,-0.196,-0.14
-3.67E-04,-0.204,-0.14
-3.67E-04,-0.204,-0.22
-3.67E-04,-0.196,-0.22
-3.67E-04,-0.208,-0.18
-3.67E-04,-0.216,-0.06
-3.67E-04,-0.216,-0.18
-3.67E-04,-0.212,-0.22
-3.67E-04,-0.216,-0.18
-3.66E-04,-0.204,-0.14
-3.66E-04,-0.212,-0.14
-3.66E-04,-0.224,-0.1
-3.66E-04,-0.236,-0.18
-3.66E-04,-0.216,-0.22
-3.66E-04,-0.224,-0.14
-3.66E-04,-0.236,-0.18
-3.66E-04,-0.232,-0.22
-3.66E-04,-0.228,-0.18
-3.66E-04,-0.236,-0.18
-3.65E-04,-0.236,-0.14
-3.65E-04,-0.236,-0.22
-3.65E-04,-0.24,-0.22
-3.65E-04,-0.236,-0.06
-3.65E-04,-0.232,-0.22
-3.65E-04,-0.248,-0.26
-3.65E-04,-0.236,-0.22
-3.65E-04,-0.248,-0.14
-3.65E-04,-0.248,-0.14
-3.65E-04,-0.256,-0.1
-3.64E-04,-0.256,-0.14
-3.64E-04,-0.252,-0.22
-3.64E-04,-0.256,-0.18
-3.64E-04,-0.256,-0.18
-3.64E-04,-0.252,-0.18
-3.64E-04,-0.252,-0.22
-3.64E-04,-0.26,-0.22
-3.64E-04,-0.26,-0.14
-3.64E-04,-0.248,-0.18
-3.64E-04,-0.268,-0.22
-3.63E-04,-0.268,-0.3
-3.63E-04,-0.268,-0.3
-3.63E-04,-0.276,-0.22
-3.63E-04,-0.276,-0.22
-3.63E-04,-0.276,-0.18
-3.63E-04,-0.272,-0.18
-3.63E-04,-0.272,-0.18
-3.63E-04,-0.288,-0.18
-3.63E-04,-0.28,-0.22
-3.63E-04,-0.272,-0.22
-3.62E-04,-0.272,-0.1
-3.62E-04,-0.284,-0.22
-3.62E-04,-0.284,-0.18
-3.62E-04,-0.288,-0.26
-3.62E-04,-0.288,-0.3
-3.62E-04,-0.288,-0.3
-3.62E-04,-0.288,-0.3
-3.62E-04,-0.284,-0.3
-3.62E-04,-0.284,-0.22
-3.62E-04,-0.292,-0.26
-3.61E-04,-0.3,-0.26
-3.61E-04,-0.296,-0.22
-3.61E-04,-0.3,-0.18
-3.61E-04,-0.304,-0.26
-3.61E-04,-0.292,-0.34
-3.61E-04,-0.304,-0.26
-3.61E-04,-0.296,-0.22
-3.61E-04,-0.304,-0.22
-3.61E-04,-0.316,-0.26
-3.61E-04,-0.312,-0.3
-3.60E-04,-0.316,-0.26
-3.60E-04,-0.316,-0.18
-3.60E-04,-0.312,-0.34
-3.60E-04,-0.32,-0.26
-3.60E-04,-0.316,-0.26
-3.60E-04,-0.316,-0.26
-3.60E-04,-0.332,-0.3
-3.60E-04,-0.32,-0.26
-3.60E-04,-0.324,-0.26
-3.60E-04,-0.32,-0.22
-3.59E-04,-0.332,-0.22
-3.59E-04,-0.32,-0.38
-3.59E-04,-0.332,-0.34
-3.59E-04,-0.336,-0.14
-3.59E-04,-0.344,-0.3
-3.59E-04,-0.34,-0.18
-3.59E-04,-0.34,-0.34
-3.59E-04,-0.344,-0.26
-3.59E-04,-0.344,-0.34
-3.59E-04,-0.34,-0.34
-3.58E-04,-0.344,-0.34
-3.58E-04,-0.344,-0.34
-3.58E-04,-0.36,-0.3
-3.58E-04,-0.348,-0.3
-3.58E-04,-0.352,-0.26
-3.58E-04,-0.344,-0.38
-3.58E-04,-0.36,-0.26
-3.58E-04,-0.36,-0.3
-3.58E-04,-0.364,-0.22
-3.58E-04,-0.364,-0.3
-3.57E-04,-0.364,-0.22
-3.57E-04,-0.356,-0.26
-3.57E-04,-0.364,-0.26
-3.57E-04,-0.364,-0.26
-3.57E-04,-0.364,-0.38
-3.57E-04,-0.368,-0.3
-3.57E-04,-0.372,-0.42
-3.57E-04,-0.364,-0.3
-3.57E-04,-0.384,-0.34
-3.57E-04,-0.38,-0.3
-3.56E-04,-0.384,-0.3
-3.56E-04,-0.38,-0.34
-3.56E-04,-0.376,-0.34
-3.56E-04,-0.384,-0.42
-3.56E-04,-0.384,-0.34
-3.56E-04,-0.396,-0.38
-3.56E-04,-0.384,-0.3
-3.56E-04,-0.38,-0.34
-3.56E-04,-0.384,-0.38
-3.56E-04,-0.388,-0.26
-3.55E-04,-0.388,-0.22
-3.55E-04,-0.388,-0.34
-3.55E-04,-0.388,-0.3
-3.55E-04,-0.4,-0.3
-3.55E-04,-0.404,-0.34
-3.55E-04,-0.408,-0.22
-3.55E-04,-0.404,-0.34
-3.55E-04,-0.396,-0.26
-3.55E-04,-0.404,-0.34
-3.55E-04,-0.408,-0.42
-3.54E-04,-0.408,-0.42
-3.54E-04,-0.408,-0.38
-3.54E-04,-0.416,-0.34
-3.54E-04,-0.408,-0.34
-3.54E-04,-0.42,-0.38
-3.54E-04,-0.424,-0.38
-3.54E-04,-0.416,-0.42
-3.54E-04,-0.428,-0.34
-3.54E-04,-0.424,-0.26
-3.54E-04,-0.424,-0.34
-3.53E-04,-0.42,-0.42
-3.53E-04,-0.424,-0.3
-3.53E-04,-0.424,-0.42
-3.53E-04,-0.436,-0.3
-3.53E-04,-0.436,-0.42
-3.53E-04,-0.436,-0.3
-3.53E-04,-0.436,-0.34
-3.53E-04,-0.44,-0.42
-3.53E-04,-0.432,-0.34
-3.53E-04,-0.432,-0.38
-3.52E-04,-0.444,-0.22
-3.52E-04,-0.44,-0.34
