Model,DPO4034
Firmware Version,2.1

Point Format,Y,
-9.708e-04,0.72,0.84
-9.706e-04,0.68,0.8
-9.704e-04,0.64,0.88
-9.702e-04,0.64,0.84
-9.700e-04,0.64,0.84
-9.698e-04,0.64,0.84
-9.696e-04,0.68,0.84
-9.694e-04,0.6,0.88
-9.692e-04,0.68,0.84
-9.690e-04,0.6,0.84
-9.688e-04,0.68,0.84
-9.686e-04,0.64,0.88
-9.684e-04,0.68,0.88
-9.682e-04,0.64,0.84
-9.680e-04,0.76,0.84
-9.678e-04,0.68,0.84
-9.676e-04,0.68,0.8
-9.674e-04,0.68,0.84
-9.672e-04,0.64,0.92
-9.670e-04,0.76,0.84
-9.668e-04,0.72,0.84
-9.666e-04,0.76,0.92
-9.664e-04,0.8,0.84
-9.662e-04,0.72,0.84
-9.660e-04,0.68,0.88
-9.658e-04,0.72,0.84
-9.656e-04,0.76,0.84
-9.654e-04,0.72,0.84
-9.652e-04,0.72,0.88
-9.650e-04,0.72,0.84
-9.648e-04,0.8,0.84
-9.646e-04,0.8,0.88
-9.644e-04,0.8,0.84
-9.642e-04,0.76,0.88
-9.640e-04,0.84,0.88
-9.638e-04,0.84,0.84
-9.636e-04,0.88,0.84
-9.634e-04,0.88,0.88
-9.632e-04,0.84,0.8
-9.630e-04,0.76,0.84
-9.628e-04,0.84,0.8
-9.626e-04,0.84,0.84
-9.624e-04,0.76,0.84
-9.622e-04,0.8,0.84
-9.620e-04,0.88,0.84
-9.618e-04,0.8,0.84
-9.616e-04,0.92,0.88
-9.614e-04,0.84,0.84
-9.612e-04,0.88,0.88
-9.610e-04,0.84,0.84
-9.608e-04,0.84,0.8
-9.606e-04,0.88,0.88
-9.604e-04,0.88,0.8
-9.602e-04,0.88,0.84
-9.600e-04,0.84,0.84
-9.598e-04,0.88,0.84
-9.596e-04,1,0.84
-9.594e-04,1,0.8
-9.592e-04,0.92,0.84
-9.590e-04,0.96,0.84
-9.588e-04,1,0.76
-9.586e-04,0.92,0.84
-9.584e-04,0.84,0.84
-9.582e-04,1,0.84
-9.580e-04,0.88,0.8
-9.578e-04,0.96,0.84
-9.576e-04,0.92,0.8
-9.574e-04,0.96,0.84
-9.572e-04,0.92,0.84
-9.570e-04,0.96,0.84
-9.568e-04,0.92,0.84
-9.566e-04,0.96,0.84
-9.564e-04,1,0.84
-9.562e-04,1,0.8
-9.560e-04,1.08,0.84
-9.558e-04,1,0.8
-9.556e-04,1,0.8
-9.554e-04,1.04,0.84
-9.552e-04,1,0.84
-9.550e-04,0.96,0.84
-9.548e-04,0.96,0.84
-9.546e-04,1,0.84
-9.544e-04,1.12,0.84
-9.542e-04,1,0.84
-9.540e-04,0.96,0.84
-9.538e-04,1,0.84
-9.536e-04,1.12,0.84
-9.534e-04,1.04,0.84
-9.532e-04,1.04,0.84
-9.530e-04,1.04,0.84
-9.528e-04,1.12,0.88
-9.526e-04,0.96,0.84
-9.524e-04,1.04,0.76
-9.522e-04,1.04,0.84
-9.520e-04,1.12,0.84
-9.518e-04,1.16,0.84
-9.516e-04,1.08,0.8
-9.514e-04,1.12,0.76
-9.512e-04,1.12,0.76
-9.510e-04,1.08,0.8
-9.508e-04,1.16,0.8
-9.506e-04,1.08,0.8
-9.504e-04,1.04,0.84
-9.502e-04,1.2,0.8
-9.500e-04,1.12,0.8
-9.498e-04,1.08,0.84
-9.496e-04,1.16,0.76
-9.494e-04,1.12,0.8
-9.492e-04,1.12,0.84
-9.490e-04,1.16,0.76
-9.488e-04,1.12,0.76
-9.486e-04,1.16,0.8
-9.484e-04,1.24,0.76
-9.482e-04,1.16,0.8
-9.480e-04,1.16,0.8
-9.478e-04,1.12,0.8
-9.476e-04,1.16,0.8
-9.474e-04,1.16,0.76
-9.472e-04,1.12,0.76
-9.470e-04,1.08,0.8
-9.468e-04,1.12,0.8
-9.466e-04,1.12,0.8
-9.464e-04,1.28,0.76
-9.462e-04,1.24,0.76
-9.460e-04,1.2,0.8
-9.458e-04,1.2,0.8
-9.456e-04,1.16,0.76
-9.454e-04,1.24,0.76
-9.452e-04,1.24,0.76
-9.450e-04,1.16,0.76
-9.448e-04,1.24,0.76
-9.446e-04,1.2,0.76
-9.444e-04,1.2,0.76
-9.442e-04,1.16,0.76
-9.440e-04,1.24,0.76
-9.438e-04,1.2,0.76
-9.436e-04,1.24,0.76
-9.434e-04,1.2,0.76
-9.432e-04,1.24,0.76
-9.430e-04,1.28,0.8
-9.428e-04,1.28,0.72
-9.426e-04,1.16,0.76
-9.424e-04,1.32,0.76
-9.422e-04,1.24,0.8
-9.420e-04,1.24,0.76
-9.418e-04,1.24,0.72
-9.416e-04,1.32,0.76
-9.414e-04,1.24,0.72
-9.412e-04,1.36,0.76
-9.410e-04,1.28,0.68
-9.408e-04,1.28,0.76
-9.406e-04,1.28,0.76
-9.404e-04,1.32,0.72
-9.402e-04,1.2,0.76
-9.400e-04,1.24,0.76
-9.398e-04,1.32,0.72
-9.396e-04,1.28,0.72
-9.394e-04,1.28,0.68
-9.392e-04,1.32,0.76
-9.390e-04,1.24,0.68
-9.388e-04,1.24,0.72
-9.386e-04,1.28,0.72
-9.384e-04,1.28,0.72
-9.382e-04,1.32,0.72
-9.380e-04,1.32,0.72
-9.378e-04,1.28,0.72
-9.376e-04,1.32,0.72
-9.374e-04,1.24,0.76
-9.372e-04,1.32,0.72
-9.370e-04,1.24,0.76
-9.368e-04,1.36,0.68
-9.366e-04,1.32,0.68
-9.364e-04,1.32,0.72
-9.362e-04,1.28,0.72
-9.360e-04,1.28,0.64
-9.358e-04,1.32,0.68
-9.356e-04,1.4,0.68
-9.354e-04,1.28,0.64
-9.352e-04,1.4,0.72
-9.350e-04,1.32,0.68
-9.348e-04,1.28,0.68
-9.346e-04,1.28,0.68
-9.344e-04,1.32,0.68
-9.342e-04,1.36,0.64
-9.340e-04,1.28,0.64
-9.338e-04,1.32,0.68
-9.336e-04,1.4,0.68
-9.334e-04,1.44,0.68
-9.332e-04,1.24,0.68
-9.330e-04,1.32,0.64
-9.328e-04,1.4,0.64
-9.326e-04,1.36,0.64
-9.324e-04,1.32,0.64
-9.322e-04,1.32,0.64
-9.320e-04,1.28,0.68
-9.318e-04,1.4,0.68
-9.316e-04,1.32,0.64
-9.314e-04,1.36,0.64
-9.312e-04,1.44,0.6
-9.310e-04,1.4,0.64
-9.308e-04,1.4,0.6
-9.306e-04,1.4,0.6
-9.304e-04,1.36,0.64
-9.302e-04,1.4,0.6
-9.300e-04,1.36,0.64
-9.298e-04,1.4,0.64
-9.296e-04,1.36,0.64
-9.294e-04,1.4,0.64
-9.292e-04,1.36,0.64
-9.290e-04,1.32,0.6
-9.288e-04,1.36,0.56
-9.286e-04,1.4,0.6
-9.284e-04,1.36,0.6
-9.282e-04,1.4,0.64
-9.280e-04,1.4,0.64
-9.278e-04,1.44,0.6
-9.276e-04,1.48,0.6
-9.274e-04,1.44,0.6
-9.272e-04,1.4,0.6
-9.270e-04,1.48,0.6
-9.268e-04,1.44,0.6
-9.266e-04,1.44,0.6
-9.264e-04,1.44,0.6
-9.262e-04,1.36,0.6
-9.260e-04,1.36,0.56
-9.258e-04,1.44,0.64
-9.256e-04,1.44,0.6
-9.254e-04,1.4,0.56
-9.252e-04,1.4,0.6
-9.250e-04,1.4,0.6
-9.248e-04,1.4,0.56
-9.246e-04,1.44,0.6
-9.244e-04,1.36,0.6
-9.242e-04,1.48,0.56
-9.240e-04,1.44,0.6
-9.238e-04,1.48,0.52
-9.236e-04,1.4,0.6
-9.234e-04,1.36,0.56
-9.232e-04,1.4,0.56
-9.230e-04,1.4,0.56
-9.228e-04,1.48,0.6
-9.226e-04,1.44,0.56
-9.224e-04,1.44,0.56
-9.222e-04,1.48,0.52
-9.220e-04,1.48,0.48
-9.218e-04,1.44,0.52
-9.216e-04,1.48,0.52
-9.214e-04,1.44,0.56
-9.212e-04,1.44,0.56
-9.210e-04,1.44,0.52
-9.208e-04,1.44,0.48
-9.206e-04,1.44,0.52
-9.204e-04,1.44,0.56
-9.202e-04,1.4,0.52
-9.200e-04,1.4,0.52
-9.198e-04,1.44,0.56
-9.196e-04,1.56,0.6
-9.194e-04,1.44,0.56
-9.192e-04,1.52,0.52
-9.190e-04,1.4,0.52
-9.188e-04,1.4,0.52
-9.186e-04,1.44,0.52
-9.184e-04,1.48,0.44
-9.182e-04,1.44,0.52
-9.180e-04,1.4,0.48
-9.178e-04,1.48,0.48
-9.176e-04,1.4,0.52
-9.174e-04,1.44,0.48
-9.172e-04,1.4,0.48
-9.170e-04,1.52,0.48
-9.168e-04,1.44,0.48
-9.166e-04,1.4,0.48
-9.164e-04,1.4,0.44
-9.162e-04,1.48,0.48
-9.160e-04,1.44,0.48
-9.158e-04,1.48,0.44
-9.156e-04,1.52,0.4
-9.154e-04,1.52,0.44
-9.152e-04,1.4,0.48
-9.150e-04,1.4,0.44
-9.148e-04,1.4,0.44
-9.146e-04,1.4,0.44
-9.144e-04,1.44,0.44
-9.142e-04,1.44,0.44
-9.140e-04,1.44,0.44
-9.138e-04,1.48,0.44
-9.136e-04,1.48,0.44
-9.134e-04,1.48,0.44
-9.132e-04,1.52,0.44
-9.130e-04,1.44,0.44
-9.128e-04,1.44,0.4
-9.126e-04,1.52,0.44
-9.124e-04,1.52,0.44
-9.122e-04,1.4,0.4
-9.120e-04,1.44,0.36
-9.118e-04,1.4,0.4
-9.116e-04,1.44,0.36
-9.114e-04,1.4,0.44
-9.112e-04,1.4,0.44
-9.110e-04,1.52,0.4
-9.108e-04,1.44,0.36
-9.106e-04,1.44,0.32
-9.104e-04,1.52,0.36
-9.102e-04,1.4,0.32
-9.100e-04,1.4,0.36
-9.098e-04,1.36,0.36
-9.096e-04,1.32,0.36
-9.094e-04,1.4,0.32
-9.092e-04,1.36,0.32
-9.090e-04,1.44,0.32
-9.088e-04,1.36,0.32
-9.086e-04,1.44,0.32
-9.084e-04,1.44,0.32
-9.082e-04,1.32,0.32
-9.080e-04,1.32,0.32
-9.078e-04,1.4,0.32
-9.076e-04,1.48,0.32
-9.074e-04,1.4,0.32
-9.072e-04,1.36,0.32
-9.070e-04,1.44,0.32
-9.068e-04,1.32,0.24
-9.066e-04,1.36,0.32
-9.064e-04,1.36,0.28
-9.062e-04,1.44,0.28
-9.060e-04,1.44,0.28
-9.058e-04,1.32,0.28
-9.056e-04,1.32,0.24
-9.054e-04,1.32,0.28
-9.052e-04,1.4,0.24
-9.050e-04,1.36,0.24
-9.048e-04,1.4,0.24
-9.046e-04,1.32,0.2
-9.044e-04,1.28,0.24
-9.042e-04,1.32,0.24
-9.040e-04,1.24,0.24
-9.038e-04,1.36,0.24
-9.036e-04,1.28,0.2
-9.034e-04,1.44,0.2
-9.032e-04,1.32,0.2
-9.030e-04,1.36,0.2
-9.028e-04,1.28,0.2
-9.026e-04,1.36,0.2
-9.024e-04,1.28,0.2
-9.022e-04,1.32,0.2
-9.020e-04,1.32,0.24
-9.018e-04,1.36,0.2
-9.016e-04,1.24,0.16
-9.014e-04,1.32,0.2
-9.012e-04,1.32,0.2
-9.010e-04,1.32,0.16
-9.008e-04,1.28,0.16
-9.006e-04,1.32,0.2
-9.004e-04,1.12,0.12
-9.002e-04,1.32,0.12
-9.000e-04,1.24,0.16
-8.998e-04,1.28,0.12
-8.996e-04,1.24,0.16
-8.994e-04,1.2,0.12
-8.992e-04,1.16,0.12
-8.990e-04,1.16,0.12
-8.988e-04,1.12,0.16
-8.986e-04,1.32,0.08
-8.984e-04,1.2,0.12
-8.982e-04,1.16,0.08
-8.980e-04,1.2,0.12
-8.978e-04,1.2,0.08
-8.976e-04,1.28,0.08
-8.974e-04,1.16,0.08
-8.972e-04,1.12,0.04
-8.970e-04,1.24,0.08
-8.968e-04,1.12,0.04
-8.966e-04,1.2,0.04
-8.964e-04,1.16,0.08
-8.962e-04,1.12,0.04
-8.960e-04,1.16,0
-8.958e-04,1.2,0
-8.956e-04,1.2,0.04
-8.954e-04,1.12,0
-8.952e-04,1.16,0.08
-8.950e-04,1.16,0
-8.948e-04,1.12,0.04
-8.946e-04,1.04,0
-8.944e-04,1.12,0
-8.942e-04,1.12,0
-8.940e-04,1.08,0
-8.938e-04,1.08,0
-8.936e-04,1.16,0
-8.934e-04,1.04,-0.04
-8.932e-04,1.12,0
-8.930e-04,1.04,-0.04
-8.928e-04,1,-0.04
-8.926e-04,1,-0.04
-8.924e-04,1,-0.04
-8.922e-04,1.04,-0.04
-8.920e-04,1.04,-0.04
-8.918e-04,1.12,-0.12
-8.916e-04,0.92,-0.08
-8.914e-04,1.04,-0.12
-8.912e-04,1.04,-0.04
-8.910e-04,1,-0.04
-8.908e-04,0.88,-0.16
-8.906e-04,1.08,-0.12
-8.904e-04,1,-0.12
-8.902e-04,0.96,-0.16
-8.900e-04,0.88,-0.12
-8.898e-04,0.92,-0.12
-8.896e-04,0.92,-0.12
-8.894e-04,1,-0.16
-8.892e-04,0.92,-0.16
-8.890e-04,0.88,-0.16
-8.888e-04,0.96,-0.16
-8.886e-04,0.88,-0.2
-8.884e-04,0.92,-0.16
-8.882e-04,0.8,-0.16
-8.880e-04,0.88,-0.2
-8.878e-04,1,-0.2
-8.876e-04,0.8,-0.2
-8.874e-04,0.84,-0.2
-8.872e-04,0.84,-0.2
-8.870e-04,0.88,-0.2
-8.868e-04,0.96,-0.24
-8.866e-04,0.84,-0.2
-8.864e-04,0.88,-0.24
-8.862e-04,0.88,-0.2
-8.860e-04,0.84,-0.24
-8.858e-04,0.72,-0.2
-8.856e-04,0.84,-0.24
-8.854e-04,0.8,-0.24
-8.852e-04,0.84,-0.24
-8.850e-04,0.76,-0.24
-8.848e-04,0.8,-0.28
-8.846e-04,0.84,-0.28
-8.844e-04,0.8,-0.28
-8.842e-04,0.76,-0.28
-8.840e-04,0.76,-0.28
-8.838e-04,0.68,-0.28
-8.836e-04,0.76,-0.28
-8.834e-04,0.72,-0.32
-8.832e-04,0.68,-0.28
-8.830e-04,0.8,-0.32
-8.828e-04,0.64,-0.32
-8.826e-04,0.68,-0.32
-8.824e-04,0.64,-0.32
-8.822e-04,0.72,-0.36
-8.820e-04,0.6,-0.36
-8.818e-04,0.6,-0.4
-8.816e-04,0.68,-0.32
-8.814e-04,0.6,-0.32
-8.812e-04,0.6,-0.32
-8.810e-04,0.52,-0.36
-8.808e-04,0.52,-0.36
-8.806e-04,0.56,-0.36
-8.804e-04,0.64,-0.4
-8.802e-04,0.52,-0.36
-8.800e-04,0.6,-0.4
-8.798e-04,0.68,-0.4
-8.796e-04,0.56,-0.36
-8.794e-04,0.56,-0.4
-8.792e-04,0.52,-0.4
-8.790e-04,0.56,-0.44
-8.788e-04,0.48,-0.44
-8.786e-04,0.52,-0.44
-8.784e-04,0.52,-0.4
-8.782e-04,0.52,-0.48
-8.780e-04,0.48,-0.44
-8.778e-04,0.4,-0.4
-8.776e-04,0.4,-0.48
-8.774e-04,0.48,-0.48
-8.772e-04,0.48,-0.48
-8.770e-04,0.44,-0.48
-8.768e-04,0.44,-0.48
-8.766e-04,0.44,-0.52
-8.764e-04,0.44,-0.48
-8.762e-04,0.48,-0.52
-8.760e-04,0.4,-0.48
-8.758e-04,0.44,-0.48
-8.756e-04,0.44,-0.44
-8.754e-04,0.4,-0.52
-8.752e-04,0.36,-0.48
-8.750e-04,0.36,-0.48
-8.748e-04,0.28,-0.52
-8.746e-04,0.28,-0.52
-8.744e-04,0.24,-0.52
-8.742e-04,0.32,-0.52
-8.740e-04,0.32,-0.52
-8.738e-04,0.2,-0.52
-8.736e-04,0.36,-0.56
-8.734e-04,0.24,-0.52
-8.732e-04,0.2,-0.6
-8.730e-04,0.24,-0.56
-8.728e-04,0.28,-0.6
-8.726e-04,0.24,-0.52
-8.724e-04,0.24,-0.56
-8.722e-04,0.2,-0.6
-8.720e-04,0.24,-0.56
-8.718e-04,0.16,-0.6
-8.716e-04,0.16,-0.6
-8.714e-04,0.16,-0.56
-8.712e-04,0.12,-0.64
-8.710e-04,0.24,-0.6
-8.708e-04,0.2,-0.68
-8.706e-04,0.12,-0.6
-8.704e-04,0.12,-0.64
-8.702e-04,0.12,-0.68
-8.700e-04,0.16,-0.64
-8.698e-04,0.08,-0.64
-8.696e-04,0.08,-0.64
-8.694e-04,0.16,-0.68
-8.692e-04,0.08,-0.64
-8.690e-04,0.12,-0.6
-8.688e-04,0.04,-0.64
-8.686e-04,0.04,-0.64
-8.684e-04,0.04,-0.64
-8.682e-04,0.04,-0.68
-8.680e-04,0.12,-0.68
-8.678e-04,0,-0.68
-8.676e-04,0.12,-0.72
-8.674e-04,-0.04,-0.68
-8.672e-04,0,-0.72
-8.670e-04,-0.08,-0.72
-8.668e-04,-0.08,-0.72
-8.666e-04,0,-0.68
-8.664e-04,0,-0.68
-8.662e-04,-0.08,-0.72
-8.660e-04,-0.08,-0.68
-8.658e-04,0,-0.76
-8.656e-04,-0.12,-0.68
-8.654e-04,-0.08,-0.72
-8.652e-04,-0.16,-0.76
-8.650e-04,0.04,-0.72
-8.648e-04,-0.08,-0.72
-8.646e-04,-0.12,-0.72
-8.644e-04,-0.16,-0.76
-8.642e-04,-0.16,-0.8
-8.640e-04,-0.12,-0.76
-8.638e-04,-0.24,-0.72
-8.636e-04,-0.12,-0.72
-8.634e-04,-0.12,-0.76
-8.632e-04,-0.24,-0.76
-8.630e-04,-0.24,-0.8
-8.628e-04,-0.12,-0.76
-8.626e-04,-0.28,-0.8
-8.624e-04,-0.2,-0.8
-8.622e-04,-0.28,-0.8
-8.620e-04,-0.2,-0.8
-8.618e-04,-0.24,-0.8
-8.616e-04,-0.16,-0.76
-8.614e-04,-0.28,-0.8
-8.612e-04,-0.24,-0.76
-8.610e-04,-0.24,-0.76
-8.608e-04,-0.32,-0.84
-8.606e-04,-0.28,-0.84
-8.604e-04,-0.28,-0.8
-8.602e-04,-0.4,-0.84
-8.600e-04,-0.28,-0.8
-8.598e-04,-0.32,-0.84
-8.596e-04,-0.36,-0.84
-8.594e-04,-0.4,-0.84
-8.592e-04,-0.44,-0.84
-8.590e-04,-0.44,-0.84
-8.588e-04,-0.4,-0.84
-8.586e-04,-0.44,-0.84
-8.584e-04,-0.4,-0.84
-8.582e-04,-0.4,-0.84
-8.580e-04,-0.32,-0.84
-8.578e-04,-0.4,-0.84
-8.576e-04,-0.48,-0.8
-8.574e-04,-0.4,-0.84
-8.572e-04,-0.56,-0.84
-8.570e-04,-0.44,-0.84
-8.568e-04,-0.48,-0.84
-8.566e-04,-0.56,-0.84
-8.564e-04,-0.52,-0.84
-8.562e-04,-0.44,-0.84
-8.560e-04,-0.52,-0.88
-8.558e-04,-0.52,-0.92
-8.556e-04,-0.68,-0.88
-8.554e-04,-0.52,-0.88
-8.552e-04,-0.6,-0.92
-8.550e-04,-0.56,-0.92
-8.548e-04,-0.56,-0.88
-8.546e-04,-0.56,-0.88
-8.544e-04,-0.68,-0.84
-8.542e-04,-0.6,-0.88
-8.540e-04,-0.6,-0.88
-8.538e-04,-0.68,-0.88
-8.536e-04,-0.6,-0.92
-8.534e-04,-0.6,-0.88
-8.532e-04,-0.68,-0.92
-8.530e-04,-0.64,-0.92
-8.528e-04,-0.6,-0.88
-8.526e-04,-0.72,-0.92
-8.524e-04,-0.76,-0.92
-8.522e-04,-0.68,-0.88
-8.520e-04,-0.64,-0.88
-8.518e-04,-0.72,-0.88
-8.516e-04,-0.68,-0.88
-8.514e-04,-0.76,-0.84
-8.512e-04,-0.8,-0.92
-8.510e-04,-0.76,-0.96
-8.508e-04,-0.72,-0.92
-8.506e-04,-0.84,-0.92
-8.504e-04,-0.76,-0.92
-8.502e-04,-0.64,-0.88
-8.500e-04,-0.72,-0.96
-8.498e-04,-0.72,-0.96
-8.496e-04,-0.84,-0.96
-8.494e-04,-0.8,-0.92
-8.492e-04,-0.84,-0.96
-8.490e-04,-0.8,-0.96
-8.488e-04,-0.84,-0.92
-8.486e-04,-0.84,-0.92
-8.484e-04,-0.76,-0.96
-8.482e-04,-0.84,-0.96
-8.480e-04,-0.8,-0.96
-8.478e-04,-0.76,-0.96
-8.476e-04,-0.8,-0.92
-8.474e-04,-0.92,-0.96
-8.472e-04,-0.92,-0.96
-8.470e-04,-0.88,-0.96
-8.468e-04,-1,-0.96
-8.466e-04,-0.88,-0.96
-8.464e-04,-0.96,-0.96
-8.462e-04,-0.96,-0.96
-8.460e-04,-1,-0.96
-8.458e-04,-1,-0.96
-8.456e-04,-0.96,-0.96
-8.454e-04,-0.92,-1
-8.452e-04,-0.96,-0.96
-8.450e-04,-0.96,-0.96
-8.448e-04,-0.92,-0.96
-8.446e-04,-0.92,-0.96
-8.444e-04,-0.96,-0.92
-8.442e-04,-0.96,-1
-8.440e-04,-0.96,-0.96
-8.438e-04,-0.96,-0.96
-8.436e-04,-1,-0.96
-8.434e-04,-1,-0.96
-8.432e-04,-1.04,-1
-8.430e-04,-1.04,-0.96
-8.428e-04,-1,-1
-8.426e-04,-1.04,-0.96
-8.424e-04,-1,-0.96
-8.422e-04,-1.04,-0.96
-8.420e-04,-1.12,-1
-8.418e-04,-1,-0.96
-8.416e-04,-1.08,-0.92
-8.414e-04,-1.12,-0.96
-8.412e-04,-1.12,-0.96
-8.410e-04,-1.16,-0.96
-8.408e-04,-1.16,-0.96
-8.406e-04,-1.08,-0.96
-8.404e-04,-1.16,-1
-8.402e-04,-1.24,-0.96
-8.400e-04,-1.08,-0.96
-8.398e-04,-1.2,-0.96
-8.396e-04,-1.12,-0.96
-8.394e-04,-1.16,-0.96
-8.392e-04,-1.16,-0.96
-8.390e-04,-1.28,-0.96
-8.388e-04,-1.2,-0.96
-8.386e-04,-1.16,-0.96
-8.384e-04,-1.2,-0.96
-8.382e-04,-1.24,-0.96
-8.380e-04,-1.24,-0.92
-8.378e-04,-1.2,-0.96
-8.376e-04,-1.24,-0.96
-8.374e-04,-1.16,-0.96
-8.372e-04,-1.24,-0.96
-8.370e-04,-1.16,-0.96
-8.368e-04,-1.32,-0.96
-8.366e-04,-1.2,-0.96
-8.364e-04,-1.24,-0.96
-8.362e-04,-1.28,-0.96
-8.360e-04,-1.28,-0.96
-8.358e-04,-1.2,-0.96
-8.356e-04,-1.36,-0.96
-8.354e-04,-1.32,-0.92
-8.352e-04,-1.28,-0.96
-8.350e-04,-1.24,-0.88
-8.348e-04,-1.24,-0.96
-8.346e-04,-1.28,-0.96
-8.344e-04,-1.28,-0.92
-8.342e-04,-1.32,-0.96
-8.340e-04,-1.36,-0.88
-8.338e-04,-1.36,-0.92
-8.336e-04,-1.32,-0.96
-8.334e-04,-1.4,-0.92
-8.332e-04,-1.28,-0.88
-8.330e-04,-1.28,-0.92
-8.328e-04,-1.24,-0.88
-8.326e-04,-1.44,-0.92
-8.324e-04,-1.4,-0.88
