Model,DPO4034
Firmware Version,2.1

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,4e-05,
Sample Interval,4e-08,
Record Length,10000,
Probe Attenuation,10,10
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,0.5,0.02
Label,,
TIME,CH1,CH2
-2.0000e-04,0.06,-0.0144
-1.9996e-04,0.04,-0.0144
-1.9992e-04,0.06,-0.0144
-1.9988e-04,0.04,-0.0144
-1.9984e-04,0.04,-0.0144
-1.9980e-04,0.06,-0.0168
-1.9976e-04,0.06,-0.016
-1.9972e-04,0.04,-0.0144
-1.9968e-04,0.08,-0.0152
-1.9964e-04,0.08,-0.016
-1.9960e-04,0.06,-0.0152
-1.9956e-04,0.06,-0.0152
-1.9952e-04,0.08,-0.0152
-1.9948e-04,0.08,-0.0152
-1.9944e-04,0.08,-0.0168
-1.9940e-04,0.08,-0.0152
-1.9936e-04,0.08,-0.0152
-1.9932e-04,0.06,-0.0152
-1.9928e-04,0.08,-0.0152
-1.9924e-04,0.1,-0.0168
-1.9920e-04,0.08,-0.0168
-1.9916e-04,0.12,-0.0168
-1.9912e-04,0.1,-0.016
-1.9908e-04,0.1,-0.0168
-1.9904e-04,0.12,-0.016
-1.9900e-04,0.12,-0.016
-1.9896e-04,0.12,-0.0168
-1.9892e-04,0.14,-0.0152
-1.9888e-04,0.12,-0.016
-1.9884e-04,0.1,-0.0168
-1.9880e-04,0.14,-0.0168
-1.9876e-04,0.12,-0.0168
-1.9872e-04,0.12,-0.0168
-1.9868e-04,0.12,-0.016
-1.9864e-04,0.14,-0.0168
-1.9860e-04,0.14,-0.0168
-1.9856e-04,0.14,-0.0168
-1.9852e-04,0.16,-0.0152
-1.9848e-04,0.14,-0.0176
-1.9844e-04,0.16,-0.0168
-1.9840e-04,0.16,-0.0168
-1.9836e-04,0.16,-0.0168
-1.9832e-04,0.16,-0.0168
-1.9828e-04,0.16,-0.016
-1.9824e-04,0.16,-0.0176
-1.9820e-04,0.16,-0.0176
-1.9816e-04,0.16,-0.0184
-1.9812e-04,0.18,-0.0184
-1.9808e-04,0.18,-0.0184
-1.9804e-04,0.16,-0.0176
-1.9800e-04,0.18,-0.0176
-1.9796e-04,0.16,-0.0184
-1.9792e-04,0.18,-0.0184
-1.9788e-04,0.18,-0.0184
-1.9784e-04,0.22,-0.0184
-1.9780e-04,0.2,-0.0184
-1.9776e-04,0.22,-0.0184
-1.9772e-04,0.2,-0.0184
-1.9768e-04,0.22,-0.0184
-1.9764e-04,0.22,-0.0184
-1.9760e-04,0.22,-0.0184
-1.9756e-04,0.24,-0.0192
-1.9752e-04,0.22,-0.0192
-1.9748e-04,0.22,-0.0184
-1.9744e-04,0.22,-0.0192
-1.9740e-04,0.22,-0.0184
-1.9736e-04,0.24,-0.0184
-1.9732e-04,0.24,-0.0192
-1.9728e-04,0.22,-0.0184
-1.9724e-04,0.22,-0.0192
-1.9720e-04,0.24,-0.0184
-1.9716e-04,0.24,-0.0184
-1.9712e-04,0.26,-0.0192
-1.9708e-04,0.26,-0.02
-1.9704e-04,0.24,-0.02
-1.9700e-04,0.26,-0.0192
-1.9696e-04,0.26,-0.0192
-1.9692e-04,0.26,-0.02
-1.9688e-04,0.26,-0.02
-1.9684e-04,0.26,-0.0192
-1.9680e-04,0.26,-0.0208
-1.9676e-04,0.26,-0.0192
-1.9672e-04,0.26,-0.02
-1.9668e-04,0.28,-0.02
-1.9664e-04,0.3,-0.02
-1.9660e-04,0.28,-0.0208
-1.9656e-04,0.3,-0.0208
-1.9652e-04,0.28,-0.02
-1.9648e-04,0.3,-0.02
-1.9644e-04,0.32,-0.0208
-1.9640e-04,0.32,-0.0208
-1.9636e-04,0.3,-0.0216
-1.9632e-04,0.3,-0.0192
-1.9628e-04,0.3,-0.0192
-1.9624e-04,0.32,-0.0208
-1.9620e-04,0.32,-0.02
-1.9616e-04,0.32,-0.0216
-1.9612e-04,0.32,-0.02
-1.9608e-04,0.32,-0.0208
-1.9604e-04,0.32,-0.0216
-1.9600e-04,0.32,-0.0208
-1.9596e-04,0.34,-0.0216
-1.9592e-04,0.34,-0.0216
-1.9588e-04,0.34,-0.0208
-1.9584e-04,0.34,-0.0216
-1.9580e-04,0.36,-0.0216
-1.9576e-04,0.34,-0.0208
-1.9572e-04,0.36,-0.0208
-1.9568e-04,0.36,-0.0208
-1.9564e-04,0.32,-0.0216
-1.9560e-04,0.36,-0.0208
-1.9556e-04,0.38,-0.0224
-1.9552e-04,0.36,-0.0216
-1.9548e-04,0.36,-0.0208
-1.9544e-04,0.36,-0.0224
-1.9540e-04,0.38,-0.0216
-1.9536e-04,0.38,-0.0208
-1.9532e-04,0.36,-0.0208
-1.9528e-04,0.38,-0.0208
-1.9524e-04,0.38,-0.0224
-1.9520e-04,0.38,-0.0224
-1.9516e-04,0.38,-0.0232
-1.9512e-04,0.4,-0.0216
-1.9508e-04,0.4,-0.0232
-1.9504e-04,0.38,-0.0208
-1.9500e-04,0.4,-0.0224
-1.9496e-04,0.4,-0.0232
-1.9492e-04,0.38,-0.0232
-1.9488e-04,0.42,-0.0232
-1.9484e-04,0.42,-0.0232
-1.9480e-04,0.4,-0.0224
-1.9476e-04,0.4,-0.0224
-1.9472e-04,0.42,-0.0224
-1.9468e-04,0.42,-0.0224
-1.9464e-04,0.44,-0.0232
-1.9460e-04,0.44,-0.0224
-1.9456e-04,0.44,-0.0216
-1.9452e-04,0.42,-0.024
-1.9448e-04,0.46,-0.0224
-1.9444e-04,0.44,-0.0224
-1.9440e-04,0.44,-0.0248
-1.9436e-04,0.44,-0.0224
-1.9432e-04,0.44,-0.0224
-1.9428e-04,0.46,-0.024
-1.9424e-04,0.46,-0.0232
-1.9420e-04,0.44,-0.024
-1.9416e-04,0.46,-0.0232
-1.9412e-04,0.46,-0.024
-1.9408e-04,0.46,-0.0232
-1.9404e-04,0.46,-0.0232
-1.9400e-04,0.46,-0.0232
-1.9396e-04,0.48,-0.0232
-1.9392e-04,0.46,-0.0232
-1.9388e-04,0.48,-0.0232
-1.9384e-04,0.48,-0.0232
-1.9380e-04,0.48,-0.0232
-1.9376e-04,0.48,-0.0232
-1.9372e-04,0.48,-0.0232
-1.9368e-04,0.5,-0.024
-1.9364e-04,0.48,-0.0232
-1.9360e-04,0.52,-0.0248
-1.9356e-04,0.48,-0.0232
-1.9352e-04,0.5,-0.024
-1.9348e-04,0.52,-0.024
-1.9344e-04,0.52,-0.024
-1.9340e-04,0.54,-0.0232
-1.9336e-04,0.52,-0.024
-1.9332e-04,0.52,-0.0248
-1.9328e-04,0.52,-0.024
-1.9324e-04,0.52,-0.024
-1.9320e-04,0.52,-0.024
-1.9316e-04,0.54,-0.024
-1.9312e-04,0.54,-0.0248
-1.9308e-04,0.54,-0.0248
-1.9304e-04,0.54,-0.024
-1.9300e-04,0.54,-0.024
-1.9296e-04,0.56,-0.024
-1.9292e-04,0.56,-0.0248
-1.9288e-04,0.56,-0.0248
-1.9284e-04,0.56,-0.0256
-1.9280e-04,0.54,-0.024
-1.9276e-04,0.56,-0.0248
-1.9272e-04,0.56,-0.0248
-1.9268e-04,0.56,-0.0248
-1.9264e-04,0.56,-0.024
-1.9260e-04,0.58,-0.0264
-1.9256e-04,0.56,-0.0248
-1.9252e-04,0.58,-0.024
-1.9248e-04,0.56,-0.0248
-1.9244e-04,0.58,-0.0264
-1.9240e-04,0.58,-0.0256
-1.9236e-04,0.58,-0.0256
-1.9232e-04,0.58,-0.0248
-1.9228e-04,0.58,-0.0248
-1.9224e-04,0.58,-0.0248
-1.9220e-04,0.6,-0.0256
-1.9216e-04,0.6,-0.0248
-1.9212e-04,0.6,-0.024
-1.9208e-04,0.62,-0.024
-1.9204e-04,0.62,-0.0256
-1.9200e-04,0.6,-0.0264
-1.9196e-04,0.6,-0.0264
-1.9192e-04,0.62,-0.0256
-1.9188e-04,0.6,-0.0264
-1.9184e-04,0.62,-0.0256
-1.9180e-04,0.6,-0.0256
-1.9176e-04,0.62,-0.0264
-1.9172e-04,0.62,-0.0264
-1.9168e-04,0.62,-0.0264
-1.9164e-04,0.64,-0.0256
-1.9160e-04,0.64,-0.0272
-1.9156e-04,0.64,-0.0264
-1.9152e-04,0.64,-0.0264
-1.9148e-04,0.64,-0.0264
-1.9144e-04,0.66,-0.0256
-1.9140e-04,0.66,-0.0264
-1.9136e-04,0.66,-0.0264
-1.9132e-04,0.66,-0.0264
-1.9128e-04,0.68,-0.0264
-1.9124e-04,0.68,-0.0264
-1.9120e-04,0.68,-0.0264
-1.9116e-04,0.66,-0.0264
-1.9112e-04,0.68,-0.0256
-1.9108e-04,0.66,-0.0264
-1.9104e-04,0.66,-0.0264
-1.9100e-04,0.68,-0.0264
-1.9096e-04,0.66,-0.0264
-1.9092e-04,0.68,-0.0272
-1.9088e-04,0.68,-0.0264
-1.9084e-04,0.68,-0.0264
-1.9080e-04,0.68,-0.0272
-1.9076e-04,0.7,-0.0272
-1.9072e-04,0.7,-0.0264
-1.9068e-04,0.7,-0.0272
-1.9064e-04,0.7,-0.0272
-1.9060e-04,0.7,-0.0272
-1.9056e-04,0.68,-0.028
-1.9052e-04,0.72,-0.0272
-1.9048e-04,0.7,-0.0264
-1.9044e-04,0.68,-0.0264
-1.9040e-04,0.7,-0.028
-1.9036e-04,0.72,-0.0272
-1.9032e-04,0.72,-0.0272
-1.9028e-04,0.72,-0.0272
-1.9024e-04,0.72,-0.0272
-1.9020e-04,0.74,-0.028
-1.9016e-04,0.72,-0.0272
-1.9012e-04,0.74,-0.028
-1.9008e-04,0.74,-0.0272
-1.9004e-04,0.74,-0.028
-1.9000e-04,0.74,-0.0272
-1.8996e-04,0.74,-0.0296
-1.8992e-04,0.76,-0.028
-1.8988e-04,0.76,-0.028
-1.8984e-04,0.74,-0.028
-1.8980e-04,0.76,-0.0288
-1.8976e-04,0.76,-0.028
-1.8972e-04,0.76,-0.0264
-1.8968e-04,0.76,-0.0272
-1.8964e-04,0.76,-0.0272
-1.8960e-04,0.74,-0.028
-1.8956e-04,0.76,-0.0296
-1.8952e-04,0.76,-0.028
-1.8948e-04,0.76,-0.0296
-1.8944e-04,0.78,-0.0272
-1.8940e-04,0.8,-0.028
-1.8936e-04,0.78,-0.0272
-1.8932e-04,0.76,-0.0288
-1.8928e-04,0.78,-0.028
-1.8924e-04,0.78,-0.0272
-1.8920e-04,0.78,-0.028
-1.8916e-04,0.8,-0.028
-1.8912e-04,0.78,-0.0288
-1.8908e-04,0.8,-0.0296
-1.8904e-04,0.8,-0.0288
-1.8900e-04,0.78,-0.028
-1.8896e-04,0.8,-0.0288
-1.8892e-04,0.8,-0.028
-1.8888e-04,0.8,-0.0288
-1.8884e-04,0.82,-0.0296
-1.8880e-04,0.8,-0.0272
-1.8876e-04,0.82,-0.028
-1.8872e-04,0.8,-0.0288
-1.8868e-04,0.82,-0.028
-1.8864e-04,0.82,-0.0288
-1.8860e-04,0.84,-0.0296
-1.8856e-04,0.8,-0.028
-1.8852e-04,0.86,-0.0304
-1.8848e-04,0.84,-0.028
-1.8844e-04,0.82,-0.0296
-1.8840e-04,0.86,-0.0296
-1.8836e-04,0.84,-0.0288
-1.8832e-04,0.82,-0.0296
-1.8828e-04,0.86,-0.0288
-1.8824e-04,0.84,-0.0296
-1.8820e-04,0.86,-0.0296
-1.8816e-04,0.84,-0.028
-1.8812e-04,0.86,-0.0288
-1.8808e-04,0.84,-0.0296
-1.8804e-04,0.86,-0.0288
-1.8800e-04,0.86,-0.0296
-1.8796e-04,0.86,-0.0288
-1.8792e-04,0.86,-0.0288
-1.8788e-04,0.88,-0.0296
-1.8784e-04,0.86,-0.0296
-1.8780e-04,0.88,-0.0296
-1.8776e-04,0.88,-0.0296
-1.8772e-04,0.86,-0.0288
-1.8768e-04,0.88,-0.0296
-1.8764e-04,0.88,-0.0288
-1.8760e-04,0.9,-0.0288
-1.8756e-04,0.88,-0.0296
-1.8752e-04,0.88,-0.0296
-1.8748e-04,0.88,-0.0288
-1.8744e-04,0.9,-0.0288
-1.8740e-04,0.9,-0.0304
-1.8736e-04,0.92,-0.0296
-1.8732e-04,0.9,-0.0296
-1.8728e-04,0.88,-0.0296
-1.8724e-04,0.92,-0.0304
-1.8720e-04,0.9,-0.0288
-1.8716e-04,0.92,-0.0288
-1.8712e-04,0.92,-0.028
-1.8708e-04,0.9,-0.0296
