Model,DPO4034
Firmware Version,2.1

Point Format,Y,
-9.820e-05,0.16,0.4
-9.818e-05,0.2,0.44
-9.816e-05,0.2,0.4
-9.814e-05,0.24,0.44
-9.812e-05,0.24,0.44
-9.810e-05,0.16,0.44
-9.808e-05,0.28,0.44
-9.806e-05,0.2,0.4
-9.804e-05,0.24,0.52
-9.802e-05,0.32,0.48
-9.800e-05,0.24,0.44
-9.798e-05,0.28,0.48
-9.796e-05,0.28,0.52
-9.794e-05,0.28,0.44
-9.792e-05,0.24,0.44
-9.790e-05,0.28,0.48
-9.788e-05,0.28,0.48
-9.786e-05,0.24,0.44
-9.784e-05,0.24,0.48
-9.782e-05,0.32,0.48
-9.780e-05,0.2,0.48
-9.778e-05,0.36,0.48
-9.776e-05,0.28,0.48
-9.774e-05,0.36,0.48
-9.772e-05,0.32,0.48
-9.770e-05,0.28,0.48
-9.768e-05,0.36,0.52
-9.766e-05,0.28,0.52
-9.764e-05,0.24,0.52
-9.762e-05,0.36,0.56
-9.760e-05,0.4,0.52
-9.758e-05,0.24,0.52
-9.756e-05,0.2,0.52
-9.754e-05,0.28,0.56
-9.752e-05,0.4,0.48
-9.750e-05,0.52,0.6
-9.748e-05,0.48,0.56
-9.746e-05,0.4,0.52
-9.744e-05,0.36,0.6
-9.742e-05,0.36,0.56
-9.740e-05,0.36,0.6
-9.738e-05,0.4,0.56
-9.736e-05,0.32,0.56
-9.734e-05,0.48,0.56
-9.732e-05,0.36,0.56
-9.730e-05,0.4,0.6
-9.728e-05,0.44,0.56
-9.726e-05,0.36,0.64
-9.724e-05,0.36,0.6
-9.722e-05,0.4,0.6
-9.720e-05,0.4,0.6
-9.718e-05,0.32,0.64
-9.716e-05,0.4,0.56
-9.714e-05,0.44,0.6
-9.712e-05,0.4,0.6
-9.710e-05,0.48,0.6
-9.708e-05,0.44,0.64
-9.706e-05,0.48,0.64
-9.704e-05,0.44,0.6
-9.702e-05,0.48,0.56
-9.700e-05,0.44,0.64
-9.698e-05,0.48,0.64
-9.696e-05,0.48,0.64
-9.694e-05,0.48,0.64
-9.692e-05,0.68,0.64
-9.690e-05,0.48,0.68
-9.688e-05,0.52,0.64
-9.686e-05,0.48,0.64
-9.684e-05,0.48,0.64
-9.682e-05,0.52,0.64
-9.680e-05,0.48,0.68
-9.678e-05,0.52,0.68
-9.676e-05,0.52,0.72
-9.674e-05,0.52,0.68
-9.672e-05,0.44,0.68
-9.670e-05,0.52,0.68
-9.668e-05,0.48,0.68
-9.666e-05,0.6,0.68
-9.664e-05,0.48,0.68
-9.662e-05,0.52,0.68
-9.660e-05,0.44,0.68
-9.658e-05,0.6,0.68
-9.656e-05,0.52,0.64
-9.654e-05,0.56,0.68
-9.652e-05,0.6,0.64
-9.650e-05,0.52,0.68
-9.648e-05,0.48,0.72
-9.646e-05,0.52,0.68
-9.644e-05,0.52,0.68
-9.642e-05,0.6,0.72
-9.640e-05,0.6,0.72
-9.638e-05,0.6,0.68
-9.636e-05,0.6,0.72
-9.634e-05,0.56,0.64
-9.632e-05,0.6,0.76
-9.630e-05,0.64,0.72
-9.628e-05,0.6,0.76
-9.626e-05,0.56,0.68
-9.624e-05,0.56,0.76
-9.622e-05,0.64,0.72
-9.620e-05,0.64,0.76
-9.618e-05,0.6,0.72
-9.616e-05,0.64,0.76
-9.614e-05,0.64,0.72
-9.612e-05,0.6,0.76
-9.610e-05,0.68,0.76
-9.608e-05,0.64,0.76
-9.606e-05,0.72,0.76
-9.604e-05,0.68,0.76
-9.602e-05,0.64,0.76
-9.600e-05,0.64,0.76
-9.598e-05,0.6,0.72
-9.596e-05,0.68,0.76
-9.594e-05,0.64,0.8
-9.592e-05,0.68,0.84
-9.590e-05,0.64,0.8
-9.588e-05,0.72,0.76
-9.586e-05,0.68,0.8
-9.584e-05,0.68,0.76
-9.582e-05,0.56,0.84
-9.580e-05,0.64,0.76
-9.578e-05,0.68,0.8
-9.576e-05,0.72,0.84
-9.574e-05,0.68,0.84
-9.572e-05,0.84,0.84
-9.570e-05,0.72,0.84
-9.568e-05,0.6,0.8
-9.566e-05,0.76,0.84
-9.564e-05,0.64,0.8
-9.562e-05,0.72,0.84
-9.560e-05,0.68,0.84
-9.558e-05,0.72,0.84
-9.556e-05,0.72,0.84
-9.554e-05,0.68,0.84
-9.552e-05,0.76,0.84
-9.550e-05,0.68,0.88
-9.548e-05,0.84,0.88
-9.546e-05,0.68,0.88
-9.544e-05,0.76,0.88
-9.542e-05,0.8,0.8
-9.540e-05,0.8,0.88
-9.538e-05,0.84,0.84
-9.536e-05,0.8,0.88
-9.534e-05,0.72,0.84
-9.532e-05,0.88,0.88
-9.530e-05,0.72,0.88
-9.528e-05,0.72,0.88
-9.526e-05,0.8,0.88
-9.524e-05,0.76,0.84
-9.522e-05,0.88,0.88
-9.520e-05,0.76,0.88
-9.518e-05,0.8,0.88
-9.516e-05,0.84,0.92
-9.514e-05,0.84,0.88
-9.512e-05,0.88,0.8
-9.510e-05,0.76,0.88
-9.508e-05,0.92,0.88
-9.506e-05,0.84,0.88
-9.504e-05,0.92,0.92
-9.502e-05,0.88,0.88
-9.500e-05,0.8,0.96
-9.498e-05,0.8,0.92
-9.496e-05,0.88,0.96
-9.494e-05,0.88,0.88
-9.492e-05,0.84,0.92
-9.490e-05,0.84,0.92
-9.488e-05,0.8,0.88
-9.486e-05,0.8,0.96
-9.484e-05,0.76,0.92
-9.482e-05,0.84,0.96
-9.480e-05,0.92,0.92
-9.478e-05,0.92,0.88
-9.476e-05,0.84,0.92
-9.474e-05,0.88,0.96
-9.472e-05,0.88,0.96
-9.470e-05,0.92,0.96
-9.468e-05,0.88,0.96
-9.466e-05,0.88,0.96
-9.464e-05,0.96,0.96
-9.462e-05,0.96,0.96
-9.460e-05,0.92,0.96
-9.458e-05,0.92,0.92
-9.456e-05,0.88,0.96
-9.454e-05,0.84,0.96
-9.452e-05,0.88,0.96
-9.450e-05,0.96,0.92
-9.448e-05,0.92,0.96
-9.446e-05,1,1
-9.444e-05,1.04,0.96
-9.442e-05,0.92,1.04
-9.440e-05,0.96,0.96
-9.438e-05,0.92,0.96
-9.436e-05,0.96,0.96
-9.434e-05,1,0.92
-9.432e-05,0.88,0.96
-9.430e-05,1.04,0.96
-9.428e-05,0.92,1.04
-9.426e-05,0.92,1
-9.424e-05,0.92,0.96
-9.422e-05,1.04,1
-9.420e-05,1,1.04
-9.418e-05,1.04,0.96
-9.416e-05,1,1
-9.414e-05,1,1.04
-9.412e-05,0.92,1
-9.410e-05,0.88,1.04
-9.408e-05,1,1
-9.406e-05,0.92,1
-9.404e-05,1,0.96
-9.402e-05,1.04,1
-9.400e-05,1.04,1
-9.398e-05,1,0.96
-9.396e-05,1,1
-9.394e-05,0.96,0.96
-9.392e-05,1,0.96
-9.390e-05,1.04,1.04
-9.388e-05,1,1
-9.386e-05,1,1.04
-9.384e-05,1,1.08
-9.382e-05,1.08,1.04
-9.380e-05,1,1.04
-9.378e-05,1,1.08
-9.376e-05,1.08,1.04
-9.374e-05,1.04,1.08
-9.372e-05,1.04,1.08
-9.370e-05,1.04,1.04
-9.368e-05,1.04,1.08
-9.366e-05,1.12,1.08
-9.364e-05,1.12,1.04
-9.362e-05,1.04,1.08
-9.360e-05,1.08,1.08
-9.358e-05,1.04,1.04
-9.356e-05,1.12,1
-9.354e-05,1.04,1.04
-9.352e-05,1.08,1.08
-9.350e-05,1,1.08
-9.348e-05,1.08,1.08
-9.346e-05,1.08,1.04
-9.344e-05,1.12,1
-9.342e-05,1.12,1.08
-9.340e-05,1.08,1.08
-9.338e-05,1.12,1
-9.336e-05,1.08,1.08
-9.334e-05,1.08,1.08
-9.332e-05,1.04,1.04
-9.330e-05,1.12,1.08
-9.328e-05,1.2,1.04
-9.326e-05,1.12,1.08
-9.324e-05,1.12,1.12
-9.322e-05,1.08,1.08
-9.320e-05,1.16,1.08
-9.318e-05,1.12,1.12
-9.316e-05,1.12,1.08
-9.314e-05,1.12,1.08
-9.312e-05,1.08,1.08
-9.310e-05,1.08,1.12
-9.308e-05,1.12,1.08
-9.306e-05,1.2,1.08
-9.304e-05,1.12,1.08
-9.302e-05,1.12,1.08
-9.300e-05,1.12,1.08
-9.298e-05,1.12,1.08
-9.296e-05,1.12,1.08
-9.294e-05,1.28,1.08
-9.292e-05,1.12,1.12
-9.290e-05,1.2,1.12
-9.288e-05,1.08,1.12
-9.286e-05,1.2,1.12
-9.284e-05,1.08,1.08
-9.282e-05,1.12,1.12
-9.280e-05,1.16,1.12
-9.278e-05,1.16,1.12
-9.276e-05,1.04,1.12
-9.274e-05,1.2,1.12
-9.272e-05,1.2,1.12
-9.270e-05,1.24,1.08
-9.268e-05,1.2,1.12
-9.266e-05,1.24,1.12
-9.264e-05,1.12,1.16
-9.262e-05,1.16,1.12
-9.260e-05,1.2,1.12
-9.258e-05,1.12,1.16
-9.256e-05,1.32,1.12
-9.254e-05,1.16,1.16
-9.252e-05,1.24,1.16
-9.250e-05,1.16,1.12
-9.248e-05,1.12,1.12
-9.246e-05,1.24,1.12
-9.244e-05,1.24,1.12
-9.242e-05,1.16,1.12
-9.240e-05,1.12,1.16
-9.238e-05,1.16,1.12
-9.236e-05,1.2,1.12
-9.234e-05,1.2,1.12
-9.232e-05,1.24,1.16
-9.230e-05,1.2,1.12
-9.228e-05,1.24,1.16
-9.226e-05,1.2,1.12
-9.224e-05,1.2,1.12
-9.222e-05,1.16,1.2
-9.220e-05,1.2,1.12
-9.218e-05,1.24,1.16
-9.216e-05,1.2,1.16
-9.214e-05,1.12,1.16
-9.212e-05,1.28,1.16
-9.210e-05,1.24,1.12
-9.208e-05,1.16,1.16
-9.206e-05,1.2,1.12
-9.204e-05,1.2,1.16
-9.202e-05,1.2,1.12
-9.200e-05,1.24,1.16
-9.198e-05,1.28,1.16
-9.196e-05,1.2,1.16
-9.194e-05,1.32,1.12
-9.192e-05,1.24,1.16
-9.190e-05,1.12,1.16
-9.188e-05,1.32,1.16
-9.186e-05,1.24,1.16
-9.184e-05,1.16,1.2
-9.182e-05,1.2,1.16
-9.180e-05,1.16,1.2
-9.178e-05,1.28,1.2
-9.176e-05,1.28,1.24
-9.174e-05,1.32,1.16
-9.172e-05,1.28,1.2
-9.170e-05,1.24,1.12
-9.168e-05,1.24,1.2
-9.166e-05,1.24,1.2
-9.164e-05,1.24,1.16
-9.162e-05,1.24,1.2
-9.160e-05,1.16,1.16
-9.158e-05,1.28,1.16
-9.156e-05,1.32,1.2
-9.154e-05,1.36,1.2
-9.152e-05,1.24,1.16
-9.150e-05,1.24,1.16
-9.148e-05,1.32,1.2
-9.146e-05,1.28,1.2
-9.144e-05,1.32,1.2
-9.142e-05,1.32,1.2
-9.140e-05,1.32,1.2
-9.138e-05,1.36,1.12
-9.136e-05,1.28,1.2
-9.134e-05,1.32,1.24
-9.132e-05,1.28,1.24
-9.130e-05,1.32,1.2
-9.128e-05,1.28,1.16
-9.126e-05,1.4,1.2
-9.124e-05,1.32,1.24
-9.122e-05,1.24,1.2
-9.120e-05,1.28,1.24
-9.118e-05,1.24,1.2
-9.116e-05,1.28,1.16
-9.114e-05,1.28,1.24
-9.112e-05,1.4,1.2
-9.110e-05,1.32,1.2
-9.108e-05,1.36,1.2
-9.106e-05,1.24,1.24
-9.104e-05,1.32,1.2
-9.102e-05,1.28,1.2
-9.100e-05,1.4,1.2
-9.098e-05,1.32,1.2
-9.096e-05,1.32,1.16
-9.094e-05,1.32,1.2
-9.092e-05,1.32,1.2
-9.090e-05,1.36,1.24
-9.088e-05,1.28,1.16
-9.086e-05,1.32,1.24
-9.084e-05,1.4,1.2
-9.082e-05,1.32,1.2
-9.080e-05,1.36,1.16
-9.078e-05,1.4,1.16
-9.076e-05,1.4,1.16
-9.074e-05,1.32,1.2
-9.072e-05,1.44,1.16
-9.070e-05,1.32,1.2
-9.068e-05,1.24,1.16
-9.066e-05,1.32,1.2
-9.064e-05,1.32,1.24
-9.062e-05,1.32,1.2
-9.060e-05,1.24,1.2
-9.058e-05,1.28,1.16
-9.056e-05,1.36,1.24
-9.054e-05,1.24,1.2
-9.052e-05,1.24,1.2
-9.050e-05,1.32,1.2
-9.048e-05,1.28,1.16
-9.046e-05,1.36,1.24
-9.044e-05,1.36,1.2
-9.042e-05,1.4,1.2
-9.040e-05,1.32,1.2
-9.038e-05,1.28,1.2
-9.036e-05,1.24,1.16
-9.034e-05,1.32,1.2
-9.032e-05,1.4,1.24
-9.030e-05,1.32,1.24
-9.028e-05,1.28,1.2
-9.026e-05,1.36,1.16
-9.024e-05,1.4,1.2
-9.022e-05,1.44,1.16
-9.020e-05,1.32,1.2
-9.018e-05,1.36,1.16
-9.016e-05,1.28,1.2
-9.014e-05,1.32,1.2
-9.012e-05,1.36,1.24
-9.010e-05,1.32,1.2
-9.008e-05,1.24,1.24
-9.006e-05,1.32,1.24
-9.004e-05,1.32,1.16
-9.002e-05,1.4,1.2
-9.000e-05,1.32,1.24
-8.998e-05,1.4,1.2
-8.996e-05,1.32,1.2
-8.994e-05,1.32,1.16
-8.992e-05,1.4,1.2
-8.990e-05,1.28,1.24
-8.988e-05,1.36,1.2
-8.986e-05,1.36,1.24
-8.984e-05,1.36,1.2
-8.982e-05,1.32,1.24
-8.980e-05,1.36,1.2
-8.978e-05,1.36,1.16
-8.976e-05,1.4,1.2
-8.974e-05,1.4,1.2
-8.972e-05,1.32,1.16
-8.970e-05,1.36,1.2
-8.968e-05,1.28,1.2
-8.966e-05,1.28,1.2
-8.964e-05,1.4,1.16
-8.962e-05,1.28,1.2
-8.960e-05,1.4,1.2
-8.958e-05,1.44,1.2
-8.956e-05,1.2,1.24
-8.954e-05,1.4,1.2
-8.952e-05,1.36,1.12
-8.950e-05,1.44,1.2
-8.948e-05,1.36,1.16
-8.946e-05,1.36,1.2
-8.944e-05,1.4,1.2
-8.942e-05,1.36,1.16
-8.940e-05,1.52,1.2
-8.938e-05,1.44,1.2
-8.936e-05,1.48,1.16
-8.934e-05,1.32,1.16
-8.932e-05,1.32,1.2
-8.930e-05,1.32,1.16
-8.928e-05,1.48,1.2
-8.926e-05,1.36,1.24
-8.924e-05,1.28,1.16
-8.922e-05,1.44,1.2
-8.920e-05,1.4,1.16
-8.918e-05,1.32,1.2
-8.916e-05,1.32,1.16
-8.914e-05,1.36,1.2
-8.912e-05,1.4,1.2
-8.910e-05,1.4,1.16
-8.908e-05,1.32,1.2
-8.906e-05,1.32,1.16
-8.904e-05,1.4,1.24
-8.902e-05,1.4,1.2
-8.900e-05,1.36,1.2
-8.898e-05,1.32,1.16
-8.896e-05,1.32,1.16
-8.894e-05,1.32,1.16
-8.892e-05,1.36,1.2
-8.890e-05,1.32,1.16
-8.888e-05,1.36,1.2
-8.886e-05,1.36,1.16
-8.884e-05,1.36,1.2
-8.882e-05,1.32,1.16
-8.880e-05,1.32,1.16
-8.878e-05,1.44,1.16
-8.876e-05,1.36,1.16
-8.874e-05,1.32,1.2
-8.872e-05,1.32,1.12
-8.870e-05,1.4,1.16
-8.868e-05,1.28,1.16
-8.866e-05,1.36,1.16
-8.864e-05,1.4,1.16
-8.862e-05,1.32,1.12
-8.860e-05,1.32,1.12
-8.858e-05,1.36,1.12
-8.856e-05,1.4,1.2
-8.854e-05,1.32,1.16
-8.852e-05,1.4,1.16
-8.850e-05,1.36,1.12
-8.848e-05,1.32,1.16
-8.846e-05,1.44,1.16
-8.844e-05,1.36,1.08
-8.842e-05,1.36,1.12
-8.840e-05,1.32,1.12
-8.838e-05,1.32,1.12
-8.836e-05,1.2,1.16
-8.834e-05,1.2,1.08
-8.832e-05,1.44,1.12
-8.830e-05,1.28,1.12
-8.828e-05,1.32,1.12
-8.826e-05,1.32,1.12
-8.824e-05,1.24,1.12
-8.822e-05,1.28,1.12
-8.820e-05,1.28,1.12
-8.818e-05,1.32,1.12
-8.816e-05,1.36,1.08
-8.814e-05,1.36,1.08
-8.812e-05,1.32,1.08
-8.810e-05,1.32,1.12
-8.808e-05,1.32,1.12
-8.806e-05,1.24,1.12
-8.804e-05,1.28,1.08
-8.802e-05,1.24,1.08
-8.800e-05,1.32,1.08
-8.798e-05,1.24,1.08
-8.796e-05,1.32,1.04
-8.794e-05,1.32,1.08
-8.792e-05,1.36,1.08
-8.790e-05,1.28,1.08
-8.788e-05,1.24,1.08
-8.786e-05,1.4,1.08
-8.784e-05,1.32,1.04
-8.782e-05,1.32,1.08
-8.780e-05,1.28,1.08
-8.778e-05,1.24,1.04
-8.776e-05,1.24,1.08
-8.774e-05,1.24,1.08
-8.772e-05,1.28,1.08
-8.770e-05,1.28,1.04
-8.768e-05,1.28,1.08
-8.766e-05,1.32,1.04
-8.764e-05,1.16,1.08
-8.762e-05,1.28,1.04
-8.760e-05,1.28,1.04
-8.758e-05,1.32,1.04
-8.756e-05,1.28,1.08
-8.754e-05,1.32,1.08
-8.752e-05,1.28,1.04
-8.750e-05,1.28,1
-8.748e-05,1.2,1.08
-8.746e-05,1.2,1
-8.744e-05,1.2,0.96
-8.742e-05,1.24,1
-8.740e-05,1.24,1.04
-8.738e-05,1.24,1.04
-8.736e-05,1.12,0.96
-8.734e-05,1.16,1
-8.732e-05,1.24,0.96
-8.730e-05,1.2,0.96
-8.728e-05,1.28,1
-8.726e-05,1.2,0.96
-8.724e-05,1.2,0.96
-8.722e-05,1.2,1
-8.720e-05,1.24,1
-8.718e-05,1.24,0.96
-8.716e-05,1.12,0.96
-8.714e-05,1.16,0.96
-8.712e-05,1.24,0.96
-8.710e-05,1.16,0.96
-8.708e-05,1.12,0.96
-8.706e-05,1.24,0.96
-8.704e-05,1.16,0.96
-8.702e-05,1.12,0.96
-8.700e-05,1.08,0.96
-8.698e-05,1.16,0.92
-8.696e-05,1.16,0.92
-8.694e-05,1.16,0.92
-8.692e-05,1.16,0.92
-8.690e-05,1.16,0.92
-8.688e-05,1.12,0.96
-8.686e-05,1.12,0.92
-8.684e-05,1.08,0.96
-8.682e-05,1.16,0.92
-8.680e-05,1.12,0.88
-8.678e-05,1.16,0.88
-8.676e-05,1.08,0.92
-8.674e-05,1.12,0.88
-8.672e-05,1.12,0.84
-8.670e-05,1.2,0.88
-8.668e-05,1.12,0.88
-8.666e-05,1.04,0.84
-8.664e-05,1.08,0.88
-8.662e-05,1.16,0.96
-8.660e-05,1.08,0.88
-8.658e-05,1.08,0.8
-8.656e-05,1.16,0.88
-8.654e-05,1.12,0.84
-8.652e-05,1.12,0.88
-8.650e-05,1.04,0.88
-8.648e-05,1.12,0.84
-8.646e-05,1.04,0.84
-8.644e-05,1,0.84
-8.642e-05,1,0.88
-8.640e-05,1.04,0.84
-8.638e-05,1.04,0.84
-8.636e-05,0.96,0.84
-8.634e-05,1.04,0.8
-8.632e-05,0.96,0.84
-8.630e-05,1.08,0.8
-8.628e-05,1.16,0.84
-8.626e-05,0.96,0.76
-8.624e-05,1.04,0.84
-8.622e-05,1.04,0.76
-8.620e-05,1.08,0.8
-8.618e-05,1.04,0.76
-8.616e-05,1,0.8
-8.614e-05,1,0.8
-8.612e-05,1,0.76
-8.610e-05,1.04,0.76
-8.608e-05,0.96,0.76
-8.606e-05,1,0.76
-8.604e-05,0.88,0.76
-8.602e-05,1,0.76
-8.600e-05,0.96,0.76
-8.598e-05,0.96,0.76
-8.596e-05,0.96,0.72
-8.594e-05,0.96,0.72
-8.592e-05,0.92,0.76
-8.590e-05,0.88,0.72
-8.588e-05,1,0.72
-8.586e-05,0.92,0.68
-8.584e-05,0.92,0.76
-8.582e-05,0.88,0.72
-8.580e-05,0.92,0.76
-8.578e-05,0.92,0.68
-8.576e-05,0.88,0.72
-8.574e-05,0.88,0.76
-8.572e-05,0.84,0.72
-8.570e-05,0.88,0.72
-8.568e-05,0.88,0.64
-8.566e-05,0.88,0.68
-8.564e-05,0.88,0.72
-8.562e-05,0.96,0.64
-8.560e-05,0.96,0.68
-8.558e-05,0.92,0.64
-8.556e-05,0.92,0.68
-8.554e-05,0.84,0.68
-8.552e-05,0.84,0.6
-8.550e-05,0.92,0.64
-8.548e-05,0.88,0.64
-8.546e-05,0.88,0.64
-8.544e-05,0.92,0.6
-8.542e-05,0.8,0.64
-8.540e-05,0.88,0.6
-8.538e-05,0.8,0.6
-8.536e-05,0.84,0.64
-8.534e-05,0.84,0.6
-8.532e-05,0.88,0.6
-8.530e-05,0.76,0.56
-8.528e-05,0.84,0.56
-8.526e-05,0.8,0.6
-8.524e-05,0.8,0.56
-8.522e-05,0.8,0.6
-8.520e-05,0.8,0.6
-8.518e-05,0.8,0.56
-8.516e-05,0.8,0.56
-8.514e-05,0.76,0.56
-8.512e-05,0.8,0.56
-8.510e-05,0.68,0.52
-8.508e-05,0.76,0.56
-8.506e-05,0.68,0.56
-8.504e-05,0.72,0.56
-8.502e-05,0.72,0.56
-8.500e-05,0.68,0.48
-8.498e-05,0.76,0.48
-8.496e-05,0.72,0.52
-8.494e-05,0.72,0.48
-8.492e-05,0.68,0.48
-8.490e-05,0.68,0.52
-8.488e-05,0.56,0.48
-8.486e-05,0.76,0.48
-8.484e-05,0.52,0.48
-8.482e-05,0.72,0.44
-8.480e-05,0.6,0.44
-8.478e-05,0.52,0.48
-8.476e-05,0.56,0.48
-8.474e-05,0.68,0.48
-8.472e-05,0.6,0.48
-8.470e-05,0.56,0.48
-8.468e-05,0.68,0.44
-8.466e-05,0.68,0.44
-8.464e-05,0.6,0.44
-8.462e-05,0.6,0.4
-8.460e-05,0.64,0.44
-8.458e-05,0.6,0.4
-8.456e-05,0.6,0.36
-8.454e-05,0.56,0.36
-8.452e-05,0.6,0.36
-8.450e-05,0.52,0.4
-8.448e-05,0.56,0.36
-8.446e-05,0.56,0.4
-8.444e-05,0.56,0.36
-8.442e-05,0.6,0.4
-8.440e-05,0.48,0.32
-8.438e-05,0.48,0.4
-8.436e-05,0.48,0.36
-8.434e-05,0.48,0.36
-8.432e-05,0.52,0.36
-8.430e-05,0.6,0.32
-8.428e-05,0.52,0.32
-8.426e-05,0.52,0.32
-8.424e-05,0.56,0.32
-8.422e-05,0.44,0.32
-8.420e-05,0.52,0.32
-8.418e-05,0.48,0.32
-8.416e-05,0.52,0.32
-8.414e-05,0.48,0.32
-8.412e-05,0.44,0.28
-8.410e-05,0.52,0.28
-8.408e-05,0.52,0.28
-8.406e-05,0.32,0.28
-8.404e-05,0.44,0.28
-8.402e-05,0.4,0.28
-8.400e-05,0.4,0.2
-8.398e-05,0.44,0.24
-8.396e-05,0.44,0.24
-8.394e-05,0.4,0.24
-8.392e-05,0.44,0.2
-8.390e-05,0.36,0.24
-8.388e-05,0.4,0.2
-8.386e-05,0.44,0.24
-8.384e-05,0.44,0.24
-8.382e-05,0.36,0.2
-8.380e-05,0.4,0.2
-8.378e-05,0.32,0.12
-8.376e-05,0.32,0.16
-8.374e-05,0.28,0.16
-8.372e-05,0.36,0.16
-8.370e-05,0.4,0.16
-8.368e-05,0.28,0.16
-8.366e-05,0.2,0.12
-8.364e-05,0.28,0.12
-8.362e-05,0.36,0.16
-8.360e-05,0.28,0.12
-8.358e-05,0.28,0.16
-8.356e-05,0.2,0.12
-8.354e-05,0.24,0.16
-8.352e-05,0.4,0.12
-8.350e-05,0.28,0.12
-8.348e-05,0.36,0.12
-8.346e-05,0.32,0.12
-8.344e-05,0.24,0.12
-8.342e-05,0.24,0.12
-8.340e-05,0.24,0.08
-8.338e-05,0.28,0.04
-8.336e-05,0.2,0.08
-8.334e-05,0.28,0.08
-8.332e-05,0.16,0.08
-8.330e-05,0.16,0.04
-8.328e-05,0.12,0.04
-8.326e-05,0.24,0.12
-8.324e-05,0.12,0.04
-8.322e-05,0.24,0
-8.320e-05,0.12,0.04
-8.318e-05,0.12,0.04
-8.316e-05,0.08,0
-8.314e-05,0.12,0
-8.312e-05,0.16,0
-8.310e-05,0.24,0
-8.308e-05,0.08,0
-8.306e-05,0.2,-0.04
-8.304e-05,0.2,-0.04
-8.302e-05,0.16,0
-8.300e-05,0.08,0
-8.298e-05,0.2,-0.08
-8.296e-05,0.12,0
-8.294e-05,0.16,-0.04
-8.292e-05,0.04,-0.08
-8.290e-05,0.12,-0.04
-8.288e-05,0.12,-0.04
-8.286e-05,0.04,-0.08
-8.284e-05,0,-0.04
-8.282e-05,0.04,-0.08
-8.280e-05,0.04,-0.08
-8.278e-05,0.08,-0.04
-8.276e-05,0,-0.16
-8.274e-05,0.08,-0.12
-8.272e-05,-0.04,-0.12
-8.270e-05,0,-0.08
-8.268e-05,0.04,-0.16
-8.266e-05,-0.04,-0.12
