Model,DPO4034
Firmware Version,2.1

Point Format,Y,
-1.9452e-03,0.76,-0.68
-1.9448e-03,0.76,-0.66
-1.9444e-03,0.76,-0.68
-1.9440e-03,0.74,-0.68
-1.9436e-03,0.76,-0.64
-1.9432e-03,0.76,-0.66
-1.9428e-03,0.78,-0.7
-1.9424e-03,0.76,-0.66
-1.9420e-03,0.76,-0.66
-1.9416e-03,0.76,-0.66
-1.9412e-03,0.76,-0.68
-1.9408e-03,0.76,-0.66
-1.9404e-03,0.78,-0.66
-1.9400e-03,0.76,-0.66
-1.9396e-03,0.76,-0.66
-1.9392e-03,0.74,-0.68
-1.9388e-03,0.74,-0.66
-1.9384e-03,0.76,-0.68
-1.9380e-03,0.76,-0.64
-1.9376e-03,0.76,-0.64
-1.9372e-03,0.76,-0.64
-1.9368e-03,0.74,-0.66
-1.9364e-03,0.76,-0.66
-1.9360e-03,0.76,-0.64
-1.9356e-03,0.74,-0.64
-1.9352e-03,0.76,-0.66
-1.9348e-03,0.76,-0.64
-1.9344e-03,0.72,-0.66
-1.9340e-03,0.76,-0.62
-1.9336e-03,0.76,-0.64
-1.9332e-03,0.76,-0.64
-1.9328e-03,0.76,-0.62
-1.9324e-03,0.76,-0.64
-1.9320e-03,0.76,-0.64
-1.9316e-03,0.76,-0.64
-1.9312e-03,0.74,-0.64
-1.9308e-03,0.76,-0.64
-1.9304e-03,0.76,-0.64
-1.9300e-03,0.74,-0.62
-1.9296e-03,0.76,-0.64
-1.9292e-03,0.74,-0.62
-1.9288e-03,0.76,-0.62
-1.9284e-03,0.76,-0.64
-1.9280e-03,0.76,-0.62
-1.9276e-03,0.76,-0.58
-1.9272e-03,0.76,-0.64
-1.9268e-03,0.76,-0.62
-1.9264e-03,0.76,-0.62
-1.9260e-03,0.76,-0.62
-1.9256e-03,0.74,-0.6
-1.9252e-03,0.76,-0.62
-1.9248e-03,0.74,-0.62
-1.9244e-03,0.74,-0.62
-1.9240e-03,0.76,-0.62
-1.9236e-03,0.74,-0.62
-1.9232e-03,0.76,-0.62
-1.9228e-03,0.74,-0.58
-1.9224e-03,0.76,-0.58
-1.9220e-03,0.76,-0.62
-1.9216e-03,0.76,-0.58
-1.9212e-03,0.78,-0.58
-1.9208e-03,0.76,-0.6
-1.9204e-03,0.76,-0.58
-1.9200e-03,0.74,-0.56
-1.9196e-03,0.74,-0.58
-1.9192e-03,0.74,-0.6
-1.9188e-03,0.76,-0.58
-1.9184e-03,0.76,-0.58
-1.9180e-03,0.76,-0.58
-1.9176e-03,0.76,-0.58
-1.9172e-03,0.76,-0.58
-1.9168e-03,0.74,-0.58
-1.9164e-03,0.78,-0.58
-1.9160e-03,0.76,-0.56
-1.9156e-03,0.74,-0.58
-1.9152e-03,0.76,-0.56
-1.9148e-03,0.76,-0.58
-1.9144e-03,0.76,-0.58
-1.9140e-03,0.74,-0.56
-1.9136e-03,0.76,-0.56
-1.9132e-03,0.74,-0.58
-1.9128e-03,0.74,-0.56
-1.9124e-03,0.76,-0.56
-1.9120e-03,0.76,-0.58
-1.9116e-03,0.76,-0.54
-1.9112e-03,0.76,-0.56
-1.9108e-03,0.74,-0.56
-1.9104e-03,0.76,-0.56
-1.9100e-03,0.76,-0.54
-1.9096e-03,0.76,-0.54
-1.9092e-03,0.76,-0.54
-1.9088e-03,0.76,-0.54
-1.9084e-03,0.74,-0.54
-1.9080e-03,0.76,-0.54
-1.9076e-03,0.76,-0.56
-1.9072e-03,0.78,-0.54
-1.9068e-03,0.76,-0.52
-1.9064e-03,0.78,-0.52
-1.9060e-03,0.74,-0.52
-1.9056e-03,0.74,-0.52
-1.9052e-03,0.76,-0.54
-1.9048e-03,0.76,-0.5
-1.9044e-03,0.76,-0.5
-1.9040e-03,0.78,-0.54
-1.9036e-03,0.74,-0.52
-1.9032e-03,0.76,-0.52
-1.9028e-03,0.76,-0.52
-1.9024e-03,0.78,-0.52
-1.9020e-03,0.76,-0.52
-1.9016e-03,0.76,-0.52
-1.9012e-03,0.76,-0.5
-1.9008e-03,0.76,-0.52
-1.9004e-03,0.78,-0.5
-1.9000e-03,0.74,-0.52
-1.8996e-03,0.74,-0.48
-1.8992e-03,0.76,-0.5
-1.8988e-03,0.74,-0.48
-1.8984e-03,0.74,-0.5
-1.8980e-03,0.76,-0.5
-1.8976e-03,0.76,-0.48
-1.8972e-03,0.76,-0.48
-1.8968e-03,0.76,-0.48
-1.8964e-03,0.74,-0.48
-1.8960e-03,0.76,-0.48
-1.8956e-03,0.76,-0.48
-1.8952e-03,0.76,-0.5
-1.8948e-03,0.76,-0.48
-1.8944e-03,0.76,-0.5
-1.8940e-03,0.76,-0.46
-1.8936e-03,0.74,-0.48
-1.8932e-03,0.76,-0.46
-1.8928e-03,0.76,-0.48
-1.8924e-03,0.76,-0.48
-1.8920e-03,0.78,-0.48
-1.8916e-03,0.78,-0.48
-1.8912e-03,0.76,-0.44
-1.8908e-03,0.76,-0.46
-1.8904e-03,0.76,-0.48
-1.8900e-03,0.76,-0.48
-1.8896e-03,0.76,-0.46
-1.8892e-03,0.76,-0.46
-1.8888e-03,0.74,-0.48
-1.8884e-03,0.76,-0.48
-1.8880e-03,0.76,-0.46
-1.8876e-03,0.76,-0.46
-1.8872e-03,0.76,-0.46
-1.8868e-03,0.76,-0.44
-1.8864e-03,0.76,-0.44
-1.8860e-03,0.76,-0.46
-1.8856e-03,0.76,-0.46
-1.8852e-03,0.78,-0.46
-1.8848e-03,0.78,-0.42
-1.8844e-03,0.76,-0.44
-1.8840e-03,0.76,-0.42
-1.8836e-03,0.78,-0.44
-1.8832e-03,0.76,-0.44
-1.8828e-03,0.76,-0.4
-1.8824e-03,0.76,-0.42
-1.8820e-03,0.78,-0.42
-1.8816e-03,0.76,-0.44
-1.8812e-03,0.74,-0.44
-1.8808e-03,0.76,-0.42
-1.8804e-03,0.76,-0.42
-1.8800e-03,0.76,-0.42
-1.8796e-03,0.76,-0.42
-1.8792e-03,0.74,-0.42
-1.8788e-03,0.74,-0.42
-1.8784e-03,0.76,-0.4
-1.8780e-03,0.76,-0.4
-1.8776e-03,0.76,-0.42
-1.8772e-03,0.76,-0.42
-1.8768e-03,0.76,-0.38
-1.8764e-03,0.74,-0.42
-1.8760e-03,0.76,-0.4
-1.8756e-03,0.74,-0.38
-1.8752e-03,0.76,-0.38
-1.8748e-03,0.76,-0.38
-1.8744e-03,0.78,-0.38
-1.8740e-03,0.78,-0.38
-1.8736e-03,0.76,-0.4
-1.8732e-03,0.76,-0.4
-1.8728e-03,0.74,-0.4
-1.8724e-03,0.76,-0.4
-1.8720e-03,0.74,-0.4
-1.8716e-03,0.76,-0.38
-1.8712e-03,0.76,-0.4
-1.8708e-03,0.76,-0.4
-1.8704e-03,0.74,-0.38
-1.8700e-03,0.74,-0.38
-1.8696e-03,0.76,-0.36
-1.8692e-03,0.76,-0.36
-1.8688e-03,0.76,-0.36
-1.8684e-03,0.76,-0.38
-1.8680e-03,0.76,-0.34
-1.8676e-03,0.74,-0.38
-1.8672e-03,0.76,-0.36
-1.8668e-03,0.76,-0.36
-1.8664e-03,0.74,-0.36
-1.8660e-03,0.76,-0.36
-1.8656e-03,0.76,-0.34
-1.8652e-03,0.78,-0.36
-1.8648e-03,0.78,-0.36
-1.8644e-03,0.76,-0.34
-1.8640e-03,0.76,-0.34
-1.8636e-03,0.76,-0.36
-1.8632e-03,0.76,-0.36
-1.8628e-03,0.74,-0.38
-1.8624e-03,0.76,-0.36
-1.8620e-03,0.76,-0.34
-1.8616e-03,0.76,-0.32
-1.8612e-03,0.74,-0.34
-1.8608e-03,0.76,-0.32
-1.8604e-03,0.76,-0.32
-1.8600e-03,0.76,-0.32
-1.8596e-03,0.78,-0.34
-1.8592e-03,0.76,-0.34
-1.8588e-03,0.74,-0.34
-1.8584e-03,0.76,-0.34
-1.8580e-03,0.74,-0.34
-1.8576e-03,0.76,-0.32
-1.8572e-03,0.78,-0.32
-1.8568e-03,0.76,-0.34
-1.8564e-03,0.76,-0.32
-1.8560e-03,0.76,-0.3
-1.8556e-03,0.76,-0.32
-1.8552e-03,0.76,-0.32
-1.8548e-03,0.78,-0.32
-1.8544e-03,0.76,-0.3
-1.8540e-03,0.76,-0.32
-1.8536e-03,0.78,-0.32
-1.8532e-03,0.76,-0.3
-1.8528e-03,0.76,-0.3
-1.8524e-03,0.78,-0.32
-1.8520e-03,0.76,-0.32
-1.8516e-03,0.76,-0.32
-1.8512e-03,0.76,-0.3
-1.8508e-03,0.76,-0.32
-1.8504e-03,0.78,-0.3
-1.8500e-03,0.76,-0.3
-1.8496e-03,0.78,-0.3
-1.8492e-03,0.76,-0.26
-1.8488e-03,0.74,-0.28
-1.8484e-03,0.76,-0.3
-1.8480e-03,0.76,-0.28
-1.8476e-03,0.76,-0.28
-1.8472e-03,0.76,-0.28
-1.8468e-03,0.76,-0.28
-1.8464e-03,0.78,-0.3
-1.8460e-03,0.76,-0.3
-1.8456e-03,0.76,-0.28
-1.8452e-03,0.76,-0.28
-1.8448e-03,0.76,-0.28
-1.8444e-03,0.76,-0.26
-1.8440e-03,0.78,-0.28
-1.8436e-03,0.76,-0.28
-1.8432e-03,0.76,-0.26
-1.8428e-03,0.76,-0.26
-1.8424e-03,0.74,-0.3
-1.8420e-03,0.76,-0.26
-1.8416e-03,0.76,-0.26
-1.8412e-03,0.76,-0.26
-1.8408e-03,0.76,-0.26
-1.8404e-03,0.78,-0.26
-1.8400e-03,0.76,-0.26
-1.8396e-03,0.76,-0.26
-1.8392e-03,0.76,-0.24
-1.8388e-03,0.74,-0.24
-1.8384e-03,0.76,-0.26
-1.8380e-03,0.76,-0.26
-1.8376e-03,0.76,-0.24
-1.8372e-03,0.78,-0.24
-1.8368e-03,0.76,-0.26
-1.8364e-03,0.76,-0.26
-1.8360e-03,0.76,-0.24
-1.8356e-03,0.76,-0.24
-1.8352e-03,0.74,-0.24
-1.8348e-03,0.76,-0.24
-1.8344e-03,0.74,-0.22
-1.8340e-03,0.76,-0.24
-1.8336e-03,0.76,-0.24
-1.8332e-03,0.76,-0.24
-1.8328e-03,0.78,-0.22
-1.8324e-03,0.76,-0.24
-1.8320e-03,0.76,-0.22
-1.8316e-03,0.74,-0.22
-1.8312e-03,0.76,-0.22
-1.8308e-03,0.76,-0.22
-1.8304e-03,0.76,-0.22
-1.8300e-03,0.76,-0.24
-1.8296e-03,0.76,-0.22
-1.8292e-03,0.78,-0.22
-1.8288e-03,0.78,-0.2
-1.8284e-03,0.76,-0.22
-1.8280e-03,0.78,-0.2
-1.8276e-03,0.76,-0.22
-1.8272e-03,0.78,-0.22
-1.8268e-03,0.76,-0.18
-1.8264e-03,0.74,-0.2
-1.8260e-03,0.76,-0.2
-1.8256e-03,0.78,-0.2
-1.8252e-03,0.76,-0.22
-1.8248e-03,0.78,-0.2
-1.8244e-03,0.76,-0.2
-1.8240e-03,0.76,-0.2
-1.8236e-03,0.76,-0.2
-1.8232e-03,0.76,-0.18
-1.8228e-03,0.78,-0.18
-1.8224e-03,0.76,-0.18
-1.8220e-03,0.76,-0.2
-1.8216e-03,0.76,-0.2
-1.8212e-03,0.78,-0.18
-1.8208e-03,0.76,-0.18
-1.8204e-03,0.78,-0.2
-1.8200e-03,0.76,-0.18
-1.8196e-03,0.76,-0.16
-1.8192e-03,0.76,-0.16
-1.8188e-03,0.78,-0.18
-1.8184e-03,0.76,-0.18
-1.8180e-03,0.76,-0.18
-1.8176e-03,0.76,-0.16
-1.8172e-03,0.76,-0.18
-1.8168e-03,0.74,-0.18
-1.8164e-03,0.76,-0.18
-1.8160e-03,0.78,-0.16
-1.8156e-03,0.76,-0.16
-1.8152e-03,0.76,-0.16
-1.8148e-03,0.78,-0.18
-1.8144e-03,0.78,-0.16
-1.8140e-03,0.78,-0.16
-1.8136e-03,0.76,-0.14
-1.8132e-03,0.76,-0.16
-1.8128e-03,0.76,-0.16
-1.8124e-03,0.76,-0.16
-1.8120e-03,0.78,-0.16
-1.8116e-03,0.76,-0.12
-1.8112e-03,0.78,-0.16
-1.8108e-03,0.78,-0.16
-1.8104e-03,0.76,-0.12
-1.8100e-03,0.78,-0.16
-1.8096e-03,0.76,-0.16
-1.8092e-03,0.78,-0.16
-1.8088e-03,0.76,-0.14
-1.8084e-03,0.78,-0.16
-1.8080e-03,0.76,-0.16
-1.8076e-03,0.76,-0.12
-1.8072e-03,0.76,-0.14
-1.8068e-03,0.76,-0.14
-1.8064e-03,0.76,-0.14
-1.8060e-03,0.76,-0.14
-1.8056e-03,0.76,-0.14
-1.8052e-03,0.78,-0.12
-1.8048e-03,0.76,-0.14
-1.8044e-03,0.78,-0.14
-1.8040e-03,0.78,-0.1
-1.8036e-03,0.78,-0.14
-1.8032e-03,0.76,-0.14
-1.8028e-03,0.76,-0.12
-1.8024e-03,0.76,-0.14
-1.8020e-03,0.76,-0.1
-1.8016e-03,0.76,-0.12
-1.8012e-03,0.76,-0.12
-1.8008e-03,0.74,-0.1
-1.8004e-03,0.76,-0.1
-1.8000e-03,0.76,-0.12
-1.7996e-03,0.76,-0.1
-1.7992e-03,0.76,-0.1
-1.7988e-03,0.76,-0.1
-1.7984e-03,0.76,-0.1
-1.7980e-03,0.76,-0.12
-1.7976e-03,0.76,-0.1
-1.7972e-03,0.78,-0.1
-1.7968e-03,0.76,-0.1
-1.7964e-03,0.76,-0.08
-1.7960e-03,0.76,-0.1
-1.7956e-03,0.74,-0.1
-1.7952e-03,0.76,-0.08
-1.7948e-03,0.78,-0.1
-1.7944e-03,0.76,-0.08
-1.7940e-03,0.76,-0.1
-1.7936e-03,0.76,-0.08
-1.7932e-03,0.76,-0.1
-1.7928e-03,0.76,-0.1
-1.7924e-03,0.76,-0.08
-1.7920e-03,0.78,-0.08
-1.7916e-03,0.78,-0.1
-1.7912e-03,0.78,-0.08
-1.7908e-03,0.76,-0.1
-1.7904e-03,0.78,-0.08
-1.7900e-03,0.78,-0.1
-1.7896e-03,0.78,-0.08
-1.7892e-03,0.76,-0.08
-1.7888e-03,0.76,-0.08
-1.7884e-03,0.76,-0.08
-1.7880e-03,0.76,-0.06
-1.7876e-03,0.76,-0.08
-1.7872e-03,0.76,-0.08
-1.7868e-03,0.78,-0.06
-1.7864e-03,0.76,-0.08
-1.7860e-03,0.76,-0.06
-1.7856e-03,0.76,-0.08
-1.7852e-03,0.76,-0.06
-1.7848e-03,0.76,-0.06
-1.7844e-03,0.76,-0.06
-1.7840e-03,0.76,-0.04
-1.7836e-03,0.76,-0.06
-1.7832e-03,0.76,-0.06
-1.7828e-03,0.78,-0.06
-1.7824e-03,0.76,-0.06
-1.7820e-03,0.76,-0.06
-1.7816e-03,0.78,-0.02
-1.7812e-03,0.76,-0.06
-1.7808e-03,0.76,-0.06
-1.7804e-03,0.78,-0.04
-1.7800e-03,0.76,-0.06
-1.7796e-03,0.76,-0.04
-1.7792e-03,0.78,-0.04
-1.7788e-03,0.78,-0.04
-1.7784e-03,0.78,-0.02
-1.7780e-03,0.76,-0.02
-1.7776e-03,0.76,-0.06
-1.7772e-03,0.78,-0.02
-1.7768e-03,0.78,-0.02
-1.7764e-03,0.76,-0.02
-1.7760e-03,0.78,-0.02
-1.7756e-03,0.76,0
-1.7752e-03,0.78,0
-1.7748e-03,0.76,-0.02
-1.7744e-03,0.78,-0.04
-1.7740e-03,0.76,-0.02
-1.7736e-03,0.78,-0.02
-1.7732e-03,0.78,-0.02
-1.7728e-03,0.76,-0.02
-1.7724e-03,0.74,-0.02
-1.7720e-03,0.76,-0.02
-1.7716e-03,0.78,-0.02
-1.7712e-03,0.78,-0.02
-1.7708e-03,0.76,-0.02
-1.7704e-03,0.78,-0.02
-1.7700e-03,0.74,0
-1.7696e-03,0.78,0
-1.7692e-03,0.78,-0.02
-1.7688e-03,0.76,-0.02
-1.7684e-03,0.78,0
-1.7680e-03,0.76,0
-1.7676e-03,0.76,-0.02
-1.7672e-03,0.78,0
-1.7668e-03,0.78,-0.02
-1.7664e-03,0.78,-0.02
-1.7660e-03,0.78,0
-1.7656e-03,0.78,0
-1.7652e-03,0.76,0
-1.7648e-03,0.78,0.02
-1.7644e-03,0.76,0
-1.7640e-03,0.76,0
-1.7636e-03,0.76,0
-1.7632e-03,0.76,0
-1.7628e-03,0.76,0
-1.7624e-03,0.76,0
-1.7620e-03,0.78,0.02
-1.7616e-03,0.76,0.02
-1.7612e-03,0.78,0
-1.7608e-03,0.76,-0.02
-1.7604e-03,0.76,0
-1.7600e-03,0.78,0.04
-1.7596e-03,0.74,0
-1.7592e-03,0.78,0.02
-1.7588e-03,0.78,0
-1.7584e-03,0.74,0
-1.7580e-03,0.8,0.02
-1.7576e-03,0.78,0
-1.7572e-03,0.76,0.04
-1.7568e-03,0.76,0.02
-1.7564e-03,0.78,0.02
-1.7560e-03,0.78,0.04
-1.7556e-03,0.76,0.04
-1.7552e-03,0.76,0.04
-1.7548e-03,0.76,0.04
-1.7544e-03,0.78,0.04
-1.7540e-03,0.78,0.04
-1.7536e-03,0.78,0.02
-1.7532e-03,0.76,0.06
-1.7528e-03,0.78,0.04
-1.7524e-03,0.78,0.02
-1.7520e-03,0.78,0.06
-1.7516e-03,0.78,0.02
-1.7512e-03,0.78,0.04
-1.7508e-03,0.78,0.06
-1.7504e-03,0.76,0.02
-1.7500e-03,0.78,0.06
-1.7496e-03,0.76,0.08
-1.7492e-03,0.78,0.06
-1.7488e-03,0.78,0.06
-1.7484e-03,0.76,0.06
-1.7480e-03,0.78,0.04
-1.7476e-03,0.76,0.06
-1.7472e-03,0.76,0.06
-1.7468e-03,0.78,0.06
-1.7464e-03,0.76,0.06
-1.7460e-03,0.78,0.06
-1.7456e-03,0.78,0.06
-1.7452e-03,0.76,0.06
-1.7448e-03,0.76,0.06
-1.7444e-03,0.78,0.06
-1.7440e-03,0.76,0.06
-1.7436e-03,0.76,0.06
-1.7432e-03,0.78,0.06
-1.7428e-03,0.76,0.08
-1.7424e-03,0.78,0.06
-1.7420e-03,0.76,0.06
-1.7416e-03,0.78,0.06
-1.7412e-03,0.78,0.08
-1.7408e-03,0.78,0.08
-1.7404e-03,0.78,0.06
-1.7400e-03,0.78,0.08
-1.7396e-03,0.78,0.06
-1.7392e-03,0.76,0.06
-1.7388e-03,0.76,0.08
-1.7384e-03,0.78,0.08
-1.7380e-03,0.78,0.08
-1.7376e-03,0.76,0.08
-1.7372e-03,0.76,0.08
-1.7368e-03,0.76,0.1
-1.7364e-03,0.78,0.1
-1.7360e-03,0.78,0.1
-1.7356e-03,0.78,0.1
-1.7352e-03,0.76,0.08
-1.7348e-03,0.78,0.1
-1.7344e-03,0.78,0.08
-1.7340e-03,0.78,0.1
-1.7336e-03,0.76,0.1
-1.7332e-03,0.8,0.1
-1.7328e-03,0.78,0.1
-1.7324e-03,0.78,0.1
-1.7320e-03,0.76,0.08
-1.7316e-03,0.76,0.1
-1.7312e-03,0.76,0.1
-1.7308e-03,0.76,0.08
-1.7304e-03,0.76,0.1
-1.7300e-03,0.76,0.1
-1.7296e-03,0.78,0.1
-1.7292e-03,0.76,0.12
-1.7288e-03,0.76,0.12
-1.7284e-03,0.78,0.1
-1.7280e-03,0.8,0.1
-1.7276e-03,0.78,0.1
-1.7272e-03,0.76,0.1
-1.7268e-03,0.78,0.1
-1.7264e-03,0.78,0.12
-1.7260e-03,0.76,0.1
-1.7256e-03,0.78,0.1
-1.7252e-03,0.78,0.1
-1.7248e-03,0.78,0.12
-1.7244e-03,0.76,0.1
-1.7240e-03,0.78,0.12
-1.7236e-03,0.76,0.12
-1.7232e-03,0.78,0.12
-1.7228e-03,0.76,0.1
-1.7224e-03,0.78,0.12
-1.7220e-03,0.76,0.12
-1.7216e-03,0.76,0.12
-1.7212e-03,0.78,0.12
-1.7208e-03,0.8,0.12
-1.7204e-03,0.76,0.12
-1.7200e-03,0.78,0.12
-1.7196e-03,0.76,0.14
-1.7192e-03,0.78,0.1
-1.7188e-03,0.76,0.12
-1.7184e-03,0.76,0.12
-1.7180e-03,0.78,0.14
-1.7176e-03,0.78,0.12
-1.7172e-03,0.78,0.12
-1.7168e-03,0.76,0.1
-1.7164e-03,0.76,0.14
-1.7160e-03,0.76,0.14
-1.7156e-03,0.78,0.12
-1.7152e-03,0.76,0.14
-1.7148e-03,0.78,0.14
-1.7144e-03,0.76,0.14
-1.7140e-03,0.78,0.12
-1.7136e-03,0.76,0.16
-1.7132e-03,0.78,0.16
-1.7128e-03,0.78,0.14
-1.7124e-03,0.8,0.12
-1.7120e-03,0.78,0.12
-1.7116e-03,0.76,0.16
-1.7112e-03,0.78,0.14
-1.7108e-03,0.78,0.14
-1.7104e-03,0.8,0.14
-1.7100e-03,0.78,0.14
-1.7096e-03,0.76,0.16
-1.7092e-03,0.76,0.16
-1.7088e-03,0.78,0.14
-1.7084e-03,0.78,0.14
-1.7080e-03,0.78,0.16
-1.7076e-03,0.76,0.14
-1.7072e-03,0.8,0.16
-1.7068e-03,0.78,0.16
-1.7064e-03,0.78,0.16
-1.7060e-03,0.76,0.16
-1.7056e-03,0.76,0.16
-1.7052e-03,0.76,0.16
-1.7048e-03,0.76,0.16
-1.7044e-03,0.78,0.16
-1.7040e-03,0.78,0.16
-1.7036e-03,0.78,0.18
-1.7032e-03,0.76,0.16
-1.7028e-03,0.76,0.16
-1.7024e-03,0.74,0.16
-1.7020e-03,0.76,0.16
-1.7016e-03,0.76,0.16
-1.7012e-03,0.76,0.16
-1.7008e-03,0.78,0.16
-1.7004e-03,0.76,0.18
-1.7000e-03,0.76,0.18
-1.6996e-03,0.76,0.18
-1.6992e-03,0.78,0.16
-1.6988e-03,0.78,0.18
-1.6984e-03,0.76,0.16
-1.6980e-03,0.78,0.16
-1.6976e-03,0.8,0.18
-1.6972e-03,0.76,0.16
-1.6968e-03,0.78,0.18
-1.6964e-03,0.78,0.18
-1.6960e-03,0.78,0.18
-1.6956e-03,0.78,0.16
-1.6952e-03,0.78,0.16
-1.6948e-03,0.78,0.18
-1.6944e-03,0.76,0.16
-1.6940e-03,0.76,0.22
-1.6936e-03,0.78,0.2
-1.6932e-03,0.78,0.2
-1.6928e-03,0.78,0.2
-1.6924e-03,0.78,0.18
-1.6920e-03,0.78,0.18
-1.6916e-03,0.78,0.22
-1.6912e-03,0.78,0.18
-1.6908e-03,0.76,0.16
-1.6904e-03,0.76,0.2
-1.6900e-03,0.76,0.2
-1.6896e-03,0.78,0.2
-1.6892e-03,0.78,0.2
-1.6888e-03,0.76,0.2
