Model,DPO4034
Firmware Version,2.1

Point Format,Y,
-9.876e-02,0.08,0.08
-9.874e-02,0.08,0.04
-9.872e-02,0.08,0.04
-9.870e-02,0.1,0.08
-9.868e-02,0.06,0.08
-9.866e-02,0.1,0.1
-9.864e-02,0.1,0.02
-9.862e-02,0.1,0.06
-9.860e-02,0.12,0.1
-9.858e-02,0.1,0.1
-9.856e-02,0.1,0.1
-9.854e-02,0.12,0.08
-9.852e-02,0.12,0.08
-9.850e-02,0.1,0.12
-9.848e-02,0.1,0.06
-9.846e-02,0.1,0.08
-9.844e-02,0.1,0.08
-9.842e-02,0.1,0.08
-9.840e-02,0.12,0.06
-9.838e-02,0.12,0.06
-9.836e-02,0.14,0.12
-9.834e-02,0.12,0.06
-9.832e-02,0.12,0.12
-9.830e-02,0.14,0.1
-9.828e-02,0.14,0.1
-9.826e-02,0.14,0.08
-9.824e-02,0.14,0.12
-9.822e-02,0.12,0.06
-9.820e-02,0.1,0.08
-9.818e-02,0.16,0.12
-9.816e-02,0.12,0.12
-9.814e-02,0.14,0.08
-9.812e-02,0.16,0.12
-9.810e-02,0.14,0.08
-9.808e-02,0.14,0.12
-9.806e-02,0.14,0.12
-9.804e-02,0.12,0.08
-9.802e-02,0.14,0.12
-9.800e-02,0.16,0.12
-9.798e-02,0.14,0.16
-9.796e-02,0.14,0.12
-9.794e-02,0.14,0.12
-9.792e-02,0.14,0.12
-9.790e-02,0.16,0.16
-9.788e-02,0.14,0.12
-9.786e-02,0.16,0.1
-9.784e-02,0.12,0.12
-9.782e-02,0.16,0.08
-9.780e-02,0.16,0.08
-9.778e-02,0.14,0.12
-9.776e-02,0.18,0.16
-9.774e-02,0.16,0.14
-9.772e-02,0.16,0.16
-9.770e-02,0.16,0.1
-9.768e-02,0.18,0.14
-9.766e-02,0.16,0.14
-9.764e-02,0.16,0.22
-9.762e-02,0.16,0.14
-9.760e-02,0.16,0.16
-9.758e-02,0.18,0.16
-9.756e-02,0.16,0.14
-9.754e-02,0.2,0.16
-9.752e-02,0.18,0.16
-9.750e-02,0.18,0.16
-9.748e-02,0.18,0.12
-9.746e-02,0.18,0.16
-9.744e-02,0.18,0.2
-9.742e-02,0.2,0.18
-9.740e-02,0.16,0.16
-9.738e-02,0.2,0.16
-9.736e-02,0.2,0.16
-9.734e-02,0.18,0.18
-9.732e-02,0.2,0.18
-9.730e-02,0.2,0.18
-9.728e-02,0.2,0.16
-9.726e-02,0.2,0.16
-9.724e-02,0.22,0.16
-9.722e-02,0.22,0.18
-9.720e-02,0.2,0.18
-9.718e-02,0.22,0.2
-9.716e-02,0.2,0.18
-9.714e-02,0.18,0.22
-9.712e-02,0.2,0.18
-9.710e-02,0.22,0.2
-9.708e-02,0.2,0.18
-9.706e-02,0.2,0.16
-9.704e-02,0.2,0.16
-9.702e-02,0.22,0.16
-9.700e-02,0.24,0.18
-9.698e-02,0.24,0.2
-9.696e-02,0.22,0.18
-9.694e-02,0.24,0.22
-9.692e-02,0.22,0.18
-9.690e-02,0.22,0.16
-9.688e-02,0.22,0.2
-9.686e-02,0.24,0.22
-9.684e-02,0.24,0.2
-9.682e-02,0.24,0.24
-9.680e-02,0.24,0.18
-9.678e-02,0.22,0.22
-9.676e-02,0.24,0.16
-9.674e-02,0.26,0.24
-9.672e-02,0.26,0.22
-9.670e-02,0.24,0.22
-9.668e-02,0.26,0.26
-9.666e-02,0.24,0.28
-9.664e-02,0.24,0.22
-9.662e-02,0.26,0.2
-9.660e-02,0.24,0.24
-9.658e-02,0.26,0.22
-9.656e-02,0.28,0.24
-9.654e-02,0.26,0.22
-9.652e-02,0.24,0.22
-9.650e-02,0.26,0.28
-9.648e-02,0.26,0.24
-9.646e-02,0.26,0.2
-9.644e-02,0.26,0.24
-9.642e-02,0.26,0.22
-9.640e-02,0.28,0.22
-9.638e-02,0.26,0.24
-9.636e-02,0.26,0.26
-9.634e-02,0.26,0.24
-9.632e-02,0.26,0.24
-9.630e-02,0.28,0.24
-9.628e-02,0.26,0.22
-9.626e-02,0.26,0.24
-9.624e-02,0.26,0.24
-9.622e-02,0.26,0.26
-9.620e-02,0.26,0.22
-9.618e-02,0.26,0.22
-9.616e-02,0.28,0.24
-9.614e-02,0.28,0.22
-9.612e-02,0.3,0.28
-9.610e-02,0.28,0.26
-9.608e-02,0.3,0.26
-9.606e-02,0.28,0.28
-9.604e-02,0.28,0.28
-9.602e-02,0.3,0.26
-9.600e-02,0.28,0.32
-9.598e-02,0.3,0.26
-9.596e-02,0.28,0.28
-9.594e-02,0.3,0.26
-9.592e-02,0.28,0.28
-9.590e-02,0.32,0.3
-9.588e-02,0.28,0.24
-9.586e-02,0.32,0.26
-9.584e-02,0.32,0.26
-9.582e-02,0.32,0.28
-9.580e-02,0.32,0.26
-9.578e-02,0.3,0.28
-9.576e-02,0.3,0.28
-9.574e-02,0.32,0.3
-9.572e-02,0.32,0.28
-9.570e-02,0.34,0.28
-9.568e-02,0.3,0.28
-9.566e-02,0.3,0.3
-9.564e-02,0.32,0.3
-9.562e-02,0.32,0.26
-9.560e-02,0.32,0.32
-9.558e-02,0.32,0.32
-9.556e-02,0.32,0.3
-9.554e-02,0.32,0.3
-9.552e-02,0.34,0.32
-9.550e-02,0.34,0.3
-9.548e-02,0.34,0.32
-9.546e-02,0.32,0.3
-9.544e-02,0.34,0.3
-9.542e-02,0.32,0.34
-9.540e-02,0.32,0.3
-9.538e-02,0.36,0.32
-9.536e-02,0.36,0.34
-9.534e-02,0.36,0.32
-9.532e-02,0.32,0.32
-9.530e-02,0.34,0.32
-9.528e-02,0.36,0.3
-9.526e-02,0.36,0.32
-9.524e-02,0.36,0.3
-9.522e-02,0.36,0.32
-9.520e-02,0.34,0.34
-9.518e-02,0.36,0.36
-9.516e-02,0.34,0.3
-9.514e-02,0.36,0.32
-9.512e-02,0.34,0.36
-9.510e-02,0.34,0.28
-9.508e-02,0.36,0.36
-9.506e-02,0.36,0.34
-9.504e-02,0.34,0.32
-9.502e-02,0.36,0.34
-9.500e-02,0.36,0.36
-9.498e-02,0.36,0.36
-9.496e-02,0.36,0.36
-9.494e-02,0.36,0.36
-9.492e-02,0.4,0.36
-9.490e-02,0.38,0.36
-9.488e-02,0.38,0.36
-9.486e-02,0.36,0.36
-9.484e-02,0.36,0.32
-9.482e-02,0.36,0.36
-9.480e-02,0.36,0.36
-9.478e-02,0.38,0.38
-9.476e-02,0.38,0.34
-9.474e-02,0.38,0.32
-9.472e-02,0.38,0.36
-9.470e-02,0.4,0.36
-9.468e-02,0.38,0.36
-9.466e-02,0.36,0.38
-9.464e-02,0.4,0.38
-9.462e-02,0.38,0.36
-9.460e-02,0.38,0.36
-9.458e-02,0.38,0.4
-9.456e-02,0.4,0.36
-9.454e-02,0.4,0.38
-9.452e-02,0.4,0.42
-9.450e-02,0.38,0.38
-9.448e-02,0.42,0.4
-9.446e-02,0.42,0.38
-9.444e-02,0.4,0.38
-9.442e-02,0.4,0.38
-9.440e-02,0.4,0.34
-9.438e-02,0.4,0.36
-9.436e-02,0.42,0.38
-9.434e-02,0.4,0.38
-9.432e-02,0.44,0.4
-9.430e-02,0.42,0.38
-9.428e-02,0.44,0.42
-9.426e-02,0.44,0.4
-9.424e-02,0.42,0.36
-9.422e-02,0.44,0.36
-9.420e-02,0.44,0.36
-9.418e-02,0.42,0.4
-9.416e-02,0.42,0.38
-9.414e-02,0.44,0.38
-9.412e-02,0.42,0.44
-9.410e-02,0.46,0.4
-9.408e-02,0.44,0.38
-9.406e-02,0.44,0.38
-9.404e-02,0.44,0.4
-9.402e-02,0.44,0.38
-9.400e-02,0.42,0.4
-9.398e-02,0.42,0.42
-9.396e-02,0.42,0.42
-9.394e-02,0.42,0.4
-9.392e-02,0.42,0.4
-9.390e-02,0.46,0.4
-9.388e-02,0.46,0.42
-9.386e-02,0.44,0.38
-9.384e-02,0.44,0.4
-9.382e-02,0.46,0.42
-9.380e-02,0.46,0.42
-9.378e-02,0.46,0.44
-9.376e-02,0.44,0.42
-9.374e-02,0.46,0.4
-9.372e-02,0.44,0.44
-9.370e-02,0.44,0.44
-9.368e-02,0.46,0.4
-9.366e-02,0.46,0.44
-9.364e-02,0.48,0.44
-9.362e-02,0.48,0.42
-9.360e-02,0.46,0.46
-9.358e-02,0.48,0.46
-9.356e-02,0.48,0.44
-9.354e-02,0.46,0.46
-9.352e-02,0.48,0.44
-9.350e-02,0.48,0.44
-9.348e-02,0.5,0.48
-9.346e-02,0.48,0.48
-9.344e-02,0.48,0.48
-9.342e-02,0.48,0.48
-9.340e-02,0.46,0.44
-9.338e-02,0.48,0.44
-9.336e-02,0.48,0.48
-9.334e-02,0.48,0.46
-9.332e-02,0.48,0.48
-9.330e-02,0.48,0.46
-9.328e-02,0.52,0.48
-9.326e-02,0.48,0.5
-9.324e-02,0.48,0.46
-9.322e-02,0.5,0.46
-9.320e-02,0.5,0.44
-9.318e-02,0.52,0.44
-9.316e-02,0.52,0.46
-9.314e-02,0.48,0.44
-9.312e-02,0.5,0.48
-9.310e-02,0.48,0.46
-9.308e-02,0.52,0.5
-9.306e-02,0.5,0.44
-9.304e-02,0.5,0.5
-9.302e-02,0.5,0.46
-9.300e-02,0.52,0.5
-9.298e-02,0.54,0.5
-9.296e-02,0.5,0.48
-9.294e-02,0.52,0.46
-9.292e-02,0.5,0.44
-9.290e-02,0.52,0.5
-9.288e-02,0.5,0.5
-9.286e-02,0.54,0.5
-9.284e-02,0.52,0.5
-9.282e-02,0.54,0.5
-9.280e-02,0.5,0.52
-9.278e-02,0.54,0.52
-9.276e-02,0.54,0.54
-9.274e-02,0.54,0.5
-9.272e-02,0.54,0.48
-9.270e-02,0.5,0.52
-9.268e-02,0.52,0.52
-9.266e-02,0.52,0.52
-9.264e-02,0.56,0.52
-9.262e-02,0.54,0.52
-9.260e-02,0.54,0.52
-9.258e-02,0.54,0.54
-9.256e-02,0.54,0.54
-9.254e-02,0.54,0.52
-9.252e-02,0.56,0.52
-9.250e-02,0.54,0.52
-9.248e-02,0.56,0.54
-9.246e-02,0.56,0.54
-9.244e-02,0.54,0.56
-9.242e-02,0.56,0.52
-9.240e-02,0.56,0.56
-9.238e-02,0.56,0.54
-9.236e-02,0.56,0.52
-9.234e-02,0.56,0.52
-9.232e-02,0.56,0.56
-9.230e-02,0.58,0.54
-9.228e-02,0.58,0.5
-9.226e-02,0.56,0.54
-9.224e-02,0.54,0.54
-9.222e-02,0.58,0.54
-9.220e-02,0.6,0.54
-9.218e-02,0.56,0.52
-9.216e-02,0.58,0.52
-9.214e-02,0.56,0.54
-9.212e-02,0.56,0.58
-9.210e-02,0.58,0.54
-9.208e-02,0.56,0.54
-9.206e-02,0.58,0.54
-9.204e-02,0.58,0.58
-9.202e-02,0.58,0.54
-9.200e-02,0.6,0.52
-9.198e-02,0.6,0.54
-9.196e-02,0.58,0.56
-9.194e-02,0.56,0.6
-9.192e-02,0.58,0.54
-9.190e-02,0.6,0.56
-9.188e-02,0.58,0.56
-9.186e-02,0.6,0.54
-9.184e-02,0.58,0.58
-9.182e-02,0.6,0.52
-9.180e-02,0.58,0.58
-9.178e-02,0.58,0.56
-9.176e-02,0.6,0.62
-9.174e-02,0.58,0.58
-9.172e-02,0.6,0.54
-9.170e-02,0.6,0.58
-9.168e-02,0.6,0.58
-9.166e-02,0.62,0.56
-9.164e-02,0.6,0.58
-9.162e-02,0.6,0.6
-9.160e-02,0.6,0.58
-9.158e-02,0.58,0.6
-9.156e-02,0.62,0.6
-9.154e-02,0.6,0.58
-9.152e-02,0.62,0.6
-9.150e-02,0.62,0.6
-9.148e-02,0.64,0.56
-9.146e-02,0.64,0.6
-9.144e-02,0.62,0.6
-9.142e-02,0.6,0.62
-9.140e-02,0.64,0.58
-9.138e-02,0.62,0.6
-9.136e-02,0.64,0.58
-9.134e-02,0.62,0.58
-9.132e-02,0.62,0.6
-9.130e-02,0.62,0.62
-9.128e-02,0.64,0.62
-9.126e-02,0.64,0.62
-9.124e-02,0.64,0.6
-9.122e-02,0.64,0.6
-9.120e-02,0.64,0.62
-9.118e-02,0.64,0.58
-9.116e-02,0.64,0.62
-9.114e-02,0.66,0.62
-9.112e-02,0.64,0.62
-9.110e-02,0.66,0.62
-9.108e-02,0.64,0.6
-9.106e-02,0.66,0.6
-9.104e-02,0.66,0.62
-9.102e-02,0.64,0.64
-9.100e-02,0.64,0.6
-9.098e-02,0.64,0.62
-9.096e-02,0.64,0.62
-9.094e-02,0.66,0.62
-9.092e-02,0.64,0.62
-9.090e-02,0.66,0.64
-9.088e-02,0.64,0.62
-9.086e-02,0.66,0.66
-9.084e-02,0.66,0.62
-9.082e-02,0.66,0.6
-9.080e-02,0.66,0.62
-9.078e-02,0.66,0.66
-9.076e-02,0.68,0.62
-9.074e-02,0.64,0.64
-9.072e-02,0.68,0.64
-9.070e-02,0.66,0.64
-9.068e-02,0.68,0.64
-9.066e-02,0.68,0.62
-9.064e-02,0.68,0.62
-9.062e-02,0.68,0.66
-9.060e-02,0.68,0.64
-9.058e-02,0.68,0.64
-9.056e-02,0.68,0.64
-9.054e-02,0.68,0.68
-9.052e-02,0.68,0.64
-9.050e-02,0.68,0.68
-9.048e-02,0.68,0.68
-9.046e-02,0.68,0.62
-9.044e-02,0.68,0.7
-9.042e-02,0.68,0.64
-9.040e-02,0.68,0.66
-9.038e-02,0.66,0.68
-9.036e-02,0.68,0.68
-9.034e-02,0.68,0.66
-9.032e-02,0.68,0.66
-9.030e-02,0.7,0.66
-9.028e-02,0.68,0.66
-9.026e-02,0.7,0.68
-9.024e-02,0.7,0.68
-9.022e-02,0.68,0.66
-9.020e-02,0.7,0.7
-9.018e-02,0.72,0.7
-9.016e-02,0.7,0.66
-9.014e-02,0.7,0.66
-9.012e-02,0.68,0.64
-9.010e-02,0.74,0.68
-9.008e-02,0.7,0.68
-9.006e-02,0.72,0.7
-9.004e-02,0.72,0.68
-9.002e-02,0.7,0.7
-9.000e-02,0.7,0.68
-8.998e-02,0.72,0.68
-8.996e-02,0.72,0.74
-8.994e-02,0.72,0.68
-8.992e-02,0.74,0.66
-8.990e-02,0.7,0.7
-8.988e-02,0.7,0.68
-8.986e-02,0.74,0.68
-8.984e-02,0.72,0.7
-8.982e-02,0.72,0.7
-8.980e-02,0.74,0.74
-8.978e-02,0.72,0.7
-8.976e-02,0.7,0.68
-8.974e-02,0.74,0.7
-8.972e-02,0.72,0.7
-8.970e-02,0.74,0.68
-8.968e-02,0.74,0.7
-8.966e-02,0.74,0.7
-8.964e-02,0.72,0.72
-8.962e-02,0.76,0.7
-8.960e-02,0.74,0.72
-8.958e-02,0.76,0.72
-8.956e-02,0.74,0.72
-8.954e-02,0.76,0.76
-8.952e-02,0.78,0.7
-8.950e-02,0.74,0.7
-8.948e-02,0.76,0.7
-8.946e-02,0.76,0.76
-8.944e-02,0.78,0.72
-8.942e-02,0.76,0.76
-8.940e-02,0.76,0.72
-8.938e-02,0.76,0.78
-8.936e-02,0.76,0.72
-8.934e-02,0.74,0.76
-8.932e-02,0.74,0.72
-8.930e-02,0.76,0.76
-8.928e-02,0.78,0.76
-8.926e-02,0.76,0.7
-8.924e-02,0.76,0.72
-8.922e-02,0.76,0.74
-8.920e-02,0.76,0.7
-8.918e-02,0.76,0.76
-8.916e-02,0.76,0.72
-8.914e-02,0.76,0.74
-8.912e-02,0.78,0.72
-8.910e-02,0.78,0.74
-8.908e-02,0.8,0.72
-8.906e-02,0.78,0.7
-8.904e-02,0.8,0.76
-8.902e-02,0.78,0.76
-8.900e-02,0.78,0.76
-8.898e-02,0.78,0.76
-8.896e-02,0.8,0.72
-8.894e-02,0.76,0.74
-8.892e-02,0.8,0.76
-8.890e-02,0.8,0.8
-8.888e-02,0.78,0.76
-8.886e-02,0.8,0.76
-8.884e-02,0.78,0.8
-8.882e-02,0.8,0.78
-8.880e-02,0.78,0.78
-8.878e-02,0.8,0.76
-8.876e-02,0.82,0.76
-8.874e-02,0.8,0.76
-8.872e-02,0.78,0.74
-8.870e-02,0.78,0.82
-8.868e-02,0.82,0.78
-8.866e-02,0.82,0.8
-8.864e-02,0.8,0.78
-8.862e-02,0.78,0.8
-8.860e-02,0.82,0.78
-8.858e-02,0.8,0.8
-8.856e-02,0.84,0.76
-8.854e-02,0.8,0.76
-8.852e-02,0.8,0.8
-8.850e-02,0.82,0.76
-8.848e-02,0.84,0.76
-8.846e-02,0.82,0.82
-8.844e-02,0.82,0.76
-8.842e-02,0.82,0.78
-8.840e-02,0.8,0.78
-8.838e-02,0.82,0.8
-8.836e-02,0.8,0.76
-8.834e-02,0.84,0.78
-8.832e-02,0.82,0.76
-8.830e-02,0.82,0.8
-8.828e-02,0.82,0.82
-8.826e-02,0.84,0.78
-8.824e-02,0.84,0.8
-8.822e-02,0.82,0.78
-8.820e-02,0.82,0.8
-8.818e-02,0.84,0.78
-8.816e-02,0.82,0.8
-8.814e-02,0.82,0.82
-8.812e-02,0.86,0.82
-8.810e-02,0.84,0.82
-8.808e-02,0.84,0.8
-8.806e-02,0.84,0.82
-8.804e-02,0.86,0.78
-8.802e-02,0.84,0.82
-8.800e-02,0.86,0.8
-8.798e-02,0.84,0.8
-8.796e-02,0.82,0.82
-8.794e-02,0.86,0.84
-8.792e-02,0.84,0.78
-8.790e-02,0.86,0.82
-8.788e-02,0.86,0.84
-8.786e-02,0.84,0.82
-8.784e-02,0.86,0.84
-8.782e-02,0.86,0.82
-8.780e-02,0.86,0.84
-8.778e-02,0.86,0.76
-8.776e-02,0.88,0.82
-8.774e-02,0.86,0.84
-8.772e-02,0.88,0.86
-8.770e-02,0.86,0.82
-8.768e-02,0.86,0.82
-8.766e-02,0.88,0.8
-8.764e-02,0.86,0.84
-8.762e-02,0.84,0.82
-8.760e-02,0.86,0.86
-8.758e-02,0.86,0.86
-8.756e-02,0.84,0.84
-8.754e-02,0.88,0.86
-8.752e-02,0.88,0.86
-8.750e-02,0.84,0.84
-8.748e-02,0.88,0.86
-8.746e-02,0.86,0.86
-8.744e-02,0.88,0.84
-8.742e-02,0.88,0.88
-8.740e-02,0.88,0.86
-8.738e-02,0.9,0.84
-8.736e-02,0.9,0.86
-8.734e-02,0.88,0.84
-8.732e-02,0.88,0.84
-8.730e-02,0.9,0.86
-8.728e-02,0.88,0.86
-8.726e-02,0.9,0.86
-8.724e-02,0.9,0.86
-8.722e-02,0.9,0.86
-8.720e-02,0.9,0.86
-8.718e-02,0.9,0.86
-8.716e-02,0.9,0.86
-8.714e-02,0.88,0.9
-8.712e-02,0.9,0.88
-8.710e-02,0.9,0.86
-8.708e-02,0.88,0.86
-8.706e-02,0.9,0.86
-8.704e-02,0.88,0.9
-8.702e-02,0.9,0.86
-8.700e-02,0.9,0.86
-8.698e-02,0.88,0.86
-8.696e-02,0.92,0.92
-8.694e-02,0.88,0.86
-8.692e-02,0.92,0.9
-8.690e-02,0.9,0.86
-8.688e-02,0.9,0.92
-8.686e-02,0.9,0.88
-8.684e-02,0.9,0.88
-8.682e-02,0.92,0.92
-8.680e-02,0.9,0.9
-8.678e-02,0.9,0.86
-8.676e-02,0.92,0.88
-8.674e-02,0.92,0.92
-8.672e-02,0.94,0.88
-8.670e-02,0.9,0.86
-8.668e-02,0.92,0.9
-8.666e-02,0.92,0.88
-8.664e-02,0.92,0.86
-8.662e-02,0.9,0.92
-8.660e-02,0.92,0.9
-8.658e-02,0.92,0.92
-8.656e-02,0.92,0.9
-8.654e-02,0.92,0.88
-8.652e-02,0.92,0.94
-8.650e-02,0.92,0.86
-8.648e-02,0.9,0.92
-8.646e-02,0.92,0.92
-8.644e-02,0.94,0.9
-8.642e-02,0.94,0.92
-8.640e-02,0.9,0.9
-8.638e-02,0.94,0.94
-8.636e-02,0.92,0.92
-8.634e-02,0.94,0.94
-8.632e-02,0.94,0.92
-8.630e-02,0.94,0.92
-8.628e-02,0.96,0.94
-8.626e-02,0.94,0.92
-8.624e-02,0.94,0.9
-8.622e-02,0.94,0.94
-8.620e-02,0.96,0.88
-8.618e-02,0.92,0.9
-8.616e-02,0.92,0.94
-8.614e-02,0.94,0.92
-8.612e-02,0.94,0.94
-8.610e-02,0.96,0.92
-8.608e-02,0.94,0.92
-8.606e-02,0.96,0.96
-8.604e-02,0.96,0.94
-8.602e-02,0.94,0.94
-8.600e-02,0.96,0.92
-8.598e-02,0.96,0.94
-8.596e-02,0.96,0.92
-8.594e-02,0.98,0.92
-8.592e-02,0.96,0.94
-8.590e-02,0.98,0.94
-8.588e-02,0.94,0.98
-8.586e-02,1,0.94
-8.584e-02,0.96,0.94
-8.582e-02,0.94,0.94
-8.580e-02,0.98,0.94
-8.578e-02,0.96,0.92
-8.576e-02,0.94,0.94
-8.574e-02,0.96,0.94
-8.572e-02,0.98,0.94
-8.570e-02,0.96,0.92
-8.568e-02,0.98,0.96
-8.566e-02,0.96,0.94
-8.564e-02,0.96,0.92
-8.562e-02,0.98,0.96
-8.560e-02,0.98,0.94
-8.558e-02,1,0.98
-8.556e-02,1,0.96
-8.554e-02,0.96,0.96
-8.552e-02,1,1
-8.550e-02,0.98,0.98
-8.548e-02,1,0.96
-8.546e-02,1,0.94
-8.544e-02,1,0.96
-8.542e-02,1,0.98
-8.540e-02,0.98,0.98
-8.538e-02,0.98,0.96
-8.536e-02,0.98,1
-8.534e-02,1,0.94
-8.532e-02,1,0.96
-8.530e-02,1,0.94
-8.528e-02,0.98,0.98
-8.526e-02,1,1
-8.524e-02,1,0.96
-8.522e-02,0.98,1
-8.520e-02,1,0.94
-8.518e-02,1,1
-8.516e-02,0.98,0.98
-8.514e-02,1,0.96
-8.512e-02,1,1
-8.510e-02,1,1
-8.508e-02,1.02,0.98
-8.506e-02,1,0.96
-8.504e-02,1,0.98
-8.502e-02,1.02,1.04
-8.500e-02,1,0.96
-8.498e-02,1.02,1
-8.496e-02,1,0.96
-8.494e-02,1,1
-8.492e-02,1,1.02
-8.490e-02,1,1.02
-8.488e-02,1.02,1
-8.486e-02,1.02,1
-8.484e-02,1.02,1
-8.482e-02,1.02,1.02
-8.480e-02,1.02,1
-8.478e-02,1.02,1.02
-8.476e-02,1.02,0.98
-8.474e-02,1.02,1
-8.472e-02,1.02,1
-8.470e-02,1.02,1.02
-8.468e-02,1.02,1
-8.466e-02,1,1
-8.464e-02,1,1.02
-8.462e-02,1.02,1
-8.460e-02,1.06,1
-8.458e-02,1.02,0.96
-8.456e-02,1.04,1.02
-8.454e-02,1.04,1.02
-8.452e-02,1.04,1
-8.450e-02,1.02,1.02
-8.448e-02,1.04,1
-8.446e-02,1.04,1.04
-8.444e-02,1.04,0.98
-8.442e-02,1.04,1.02
-8.440e-02,1.02,1.02
-8.438e-02,1.02,1.02
-8.436e-02,1.04,1.04
-8.434e-02,1.04,1.02
-8.432e-02,1.04,1
-8.430e-02,1.04,1
-8.428e-02,1.04,1.02
-8.426e-02,1.06,1.02
-8.424e-02,1.04,1.02
-8.422e-02,1.04,1
-8.420e-02,1.04,1.04
-8.418e-02,1.04,1.02
-8.416e-02,1.06,1.06
-8.414e-02,1.06,1.06
-8.412e-02,1.06,1.06
-8.410e-02,1.06,1
-8.408e-02,1.08,1.04
-8.406e-02,1.04,1.02
-8.404e-02,1.08,1.02
-8.402e-02,1.06,1.04
-8.400e-02,1.06,1.02
-8.398e-02,1.08,1
-8.396e-02,1.08,1.02
-8.394e-02,1.06,1.02
-8.392e-02,1.06,1.02
-8.390e-02,1.06,1.02
-8.388e-02,1.08,1.02
-8.386e-02,1.06,1.04
-8.384e-02,1.04,1.02
-8.382e-02,1.06,1.02
-8.380e-02,1.06,1.04
-8.378e-02,1.1,1.02
-8.376e-02,1.06,1.06
-8.374e-02,1.06,1.04
-8.372e-02,1.06,1.02
-8.370e-02,1.08,1.06
-8.368e-02,1.08,1.06
-8.366e-02,1.06,1.02
-8.364e-02,1.06,1.04
-8.362e-02,1.06,1.08
-8.360e-02,1.06,1.08
-8.358e-02,1.06,1.04
-8.356e-02,1.1,1.08
-8.354e-02,1.06,1.06
-8.352e-02,1.08,1.04
-8.350e-02,1.06,1.06
-8.348e-02,1.1,1.04
-8.346e-02,1.08,1.08
-8.344e-02,1.1,1.08
-8.342e-02,1.08,1.08
-8.340e-02,1.1,1.04
-8.338e-02,1.08,1.06
-8.336e-02,1.08,1.06
-8.334e-02,1.08,1.04
-8.332e-02,1.1,1.02
-8.330e-02,1.1,1.04
-8.328e-02,1.1,1.06
-8.326e-02,1.1,1.04
-8.324e-02,1.08,1.08
-8.322e-02,1.1,1.06
-8.320e-02,1.08,1.08
-8.318e-02,1.1,1.06
-8.316e-02,1.1,1.08
-8.314e-02,1.1,1.06
-8.312e-02,1.1,1.08
-8.310e-02,1.1,1.12
-8.308e-02,1.1,1.12
-8.306e-02,1.12,1.12
-8.304e-02,1.12,1.08
-8.302e-02,1.12,1.08
-8.300e-02,1.12,1.06
-8.298e-02,1.1,1.04
-8.296e-02,1.12,1.06
-8.294e-02,1.12,1.1
-8.292e-02,1.1,1.06
-8.290e-02,1.12,1.08
-8.288e-02,1.12,1.08
-8.286e-02,1.1,1.08
-8.284e-02,1.1,1.08
-8.282e-02,1.12,1.04
-8.280e-02,1.12,1.08
-8.278e-02,1.14,1.08
-8.276e-02,1.1,1.06
-8.274e-02,1.12,1.12
-8.272e-02,1.1,1.08
-8.270e-02,1.1,1.1
-8.268e-02,1.12,1.1
-8.266e-02,1.1,1.1
-8.264e-02,1.12,1.12
-8.262e-02,1.12,1.12
-8.260e-02,1.12,1.1
-8.258e-02,1.12,1.12
